case_name,powertrain,engine_enum,transmission_enum,time,x,y,z,vx,vy,vz,speed,acceleration,roll,pitch,yaw,steering,throttle,braking,engine_speed_rad_s,engine_rpm,engine_torque_Nm,engine_reaction_torque_Nm,gear,driveshaft_torque_Nm,motorshaft_speed_rad_s,transmission_reaction_torque_Nm,is_automatic,has_torque_converter,tc_slippage,tc_input_torque_Nm,tc_output_torque_Nm,tc_output_speed_rad_s,omega_FL_rad_s,omega_FR_rad_s,omega_RL_rad_s,omega_RR_rad_s,slip_FL_est,slip_FR_est,slip_RL_est,slip_RR_est
powertrain_shafts,Shafts,EngineModelType_SHAFTS,TransmissionModelType_AUTOMATIC_SHAFTS,0.0,0.056,1.413,4.729550084903167e-17,0.0,0.0,0.0,0.0,0.0,-1.5707963267948963,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,1,1,1.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
powertrain_shafts,Shafts,EngineModelType_SHAFTS,TransmissionModelType_AUTOMATIC_SHAFTS,0.005,0.056016455045301165,1.4127447129278796,-2.8105194194192522e-08,0.0032910090602328752,-0.05105741442408078,-5.6210388482976045e-06,-0.0067479086708087145,-1.3495817341617429,-1.5708002103807384,-1.088225006877414e-08,-0.00023593812274395583,0.0,0.45,0.0,0.0,0.0,135.72074611197357,137.46889319991152,1.0,-0.0582538139136661,0.0,-1.6311067972219169,1,1,-0.2499999988291286,-0.0,-0.0,0.00019417937971222035,-0.02397721680871745,-0.02397721680871745,-0.023977216808717672,-0.023977216808717672,-0.04518985507607615,-0.04518985507607615,-0.045189855076077194,-0.045189855076077194
powertrain_shafts,Shafts,EngineModelType_SHAFTS,TransmissionModelType_AUTOMATIC_SHAFTS,0.01,0.05602475810586603,1.4121961781306307,-1.9279003249412364e-07,0.0016606121129736115,-0.10970695944979846,-3.293696765998622e-05,-0.002397977525326146,0.8699862290965137,-1.5708053926011634,-3.217241756032435e-08,-0.00033206533912701134,0.0,0.45,0.0,1.3572074611197358,12.960376574304439,135.80135353097583,135.17531808649105,1.0,10.73274553740928,1.3572074611197358,-0.5454280284696952,1,1,1.0254337190571114,0.008186720411195909,0.016373440822391817,-0.03558163907831872,-0.009675666091126855,-0.009675666165730401,-0.009675669233614681,-0.009675669243369378,-0.021486179708943638,-0.02148618005950569,-0.02148619447549393,-0.021486194521331246
powertrain_shafts,Shafts,EngineModelType_SHAFTS,TransmissionModelType_AUTOMATIC_SHAFTS,0.015,0.05603710401595023,1.4114487127887643,-4.001779563303175e-07,0.00246918201683975,-0.14949306837327903,-4.147758476723878e-05,-0.004931633283624708,-0.5067311516597126,-1.570813841668958,-4.509098930092279e-08,-0.000507574584494484,0.0,0.45,0.0,2.715139129225382,25.927668815906635,128.55105927108994,134.42920620144264,1.0,3.590546249753405,2.715139129225382,-1.3639444820517816,1,1,1.0167796336948394,0.0327643577380034,0.0655287154760068,-0.04727723589712354,-0.02135123195988531,-0.021351232086889632,-0.02135123488702817,-0.02135123490355348,-0.051013106143253974,-0.0510131067400473,-0.051013119897898286,-0.051013119975550705
powertrain_shafts,Shafts,EngineModelType_SHAFTS,TransmissionModelType_AUTOMATIC_SHAFTS,0.02,0.05604603222031193,1.4104213928382061,-7.251420461299315e-07,0.0017856408723398358,-0.20546399011165276,-6.49928179599228e-05,-0.002797526811865821,0.4268212943517774,-1.5708238528851841,-7.204544277170669e-08,-0.0006181420312975427,0.0,0.45,0.0,4.000322078358901,38.200261963827806,121.47659569895997,127.89502903078471,1.0,5.2714021701426255,4.000322078358901,-0.6232820736363731,1,1,1.015429580964381,0.07112256324713635,0.1422451264942727,-0.06375643120633218,-0.015917720913603772,-0.01591772107322645,-0.015917724518605597,-0.01591772453399845,-0.04682210245436591,-0.04682210320443287,-0.04682211939426949,-0.04682211946660051
powertrain_shafts,Shafts,EngineModelType_SHAFTS,TransmissionModelType_AUTOMATIC_SHAFTS,0.025,0.05605661476456232,1.4091743939291248,-1.099308289616087e-06,0.0021165088500786043,-0.24939978181626343,-7.483324869723112e-05,-0.0039112450459167685,-0.22274364681018946,-1.5708364265472683,-9.396863996246677e-08,-0.000764112045426329,0.0,0.45,0.0,5.21437680971603,49.793630664603214,114.78513444778474,120.40035939647022,1.0,1.3769444481057898,5.21437680971603,-1.0051099768855867,1,1,1.0121644771907476,0.12084322450535254,0.24168644901070507,-0.06597549392511359,-0.021266797447785396,-0.0212667976472682,-0.021266800929488128,-0.021266800949048772,-0.06082023074797588,-0.06082023168534559,-0.060820247108497025,-0.06082024720041249
powertrain_shafts,Shafts,EngineModelType_SHAFTS,TransmissionModelType_AUTOMATIC_SHAFTS,0.030000000000000002,0.05606534173977513,1.4076646729080047,-1.564575060169576e-06,0.0017453950425606905,-0.3019442042240042,-9.305335411069777e-05,-0.002736361833373126,0.2349766425087285,-1.5708505781250277,-1.2700166546755643e-07,-0.0008755232016857789,0.0,0.45,0.0,6.361019721948824,60.74326391119134,111.24580740083036,114.12241526378483,1.0,2.1063419344619496,6.361019721948824,-0.5418796588367848,1,1,1.0103927980338985,0.1798336529023195,0.359667305804639,-0.06896852622314167,-0.018178887738577676,-0.018178887956015924,-0.01817889147525306,-0.018178891492756893,-0.058058975149845246,-0.05805897617158757,-0.05805899270848288,-0.058058992790733385
powertrain_shafts,Shafts,EngineModelType_SHAFTS,TransmissionModelType_AUTOMATIC_SHAFTS,0.035,0.05607471797336831,1.4059227806824692,-2.081244459644435e-06,0.0018752467186367665,-0.34837844510709975,-0.00010333387989497179,-0.0031696725151027054,-0.08666213634591591,-1.5708668784122635,-1.6004104564732418e-07,-0.0010021439408315672,0.0,0.45,0.0,7.471679459428104,71.34928314996979,111.46124116094225,110.34334509099197,1.0,0.23278844224799036,7.471679459428104,-0.7226271960324818,1,1,1.0080923693271213,0.24811552864195488,0.49623105728390976,-0.06375003260055766,-0.020401815996916046,-0.020401816244034858,-0.02040181971011372,-0.020401819729363405,-0.06417140821848144,-0.06417140937969273,-0.06417142566679732,-0.06417142575725157
powertrain_shafts,Shafts,EngineModelType_SHAFTS,TransmissionModelType_AUTOMATIC_SHAFTS,0.04,0.0560830011900645,1.4039271661746724,-2.673972175432568e-06,0.001656643339237915,-0.39912290155938923,-0.00011854554315762658,-0.0024637238111645597,0.14118974078762922,-1.5708848767654624,-2.0251689505717433e-07,-0.0011092588823935954,0.0,0.45,0.0,8.583810715751108,81.96935435861815,111.67305455445067,110.74805474489189,1.0,0.6915233504699873,8.583810715751108,-0.46507234844136264,1,1,1.0063098088685,0.3274746951281935,0.654949390256387,-0.057784592814059114,-0.018457426177150196,-0.018457426438341577,-0.018457430019425514,-0.018457430037797942,-0.062094207494783164,-0.062094208722121465,-0.06209422554963489,-0.06209422563596693
powertrain_shafts,Shafts,EngineModelType_SHAFTS,TransmissionModelType_AUTOMATIC_SHAFTS,0.045,0.05609145009473598,1.4016930789712114,-3.323846930136028e-06,0.0016897809342950546,-0.4468174406922131,-0.00012997495094069203,-0.002557622251324678,-0.018779688032023657,-1.5709049018161256,-2.4881648418654474e-07,-0.0012217779737643106,0.0,0.45,0.0,9.697266514344333,92.60207401424488,111.8851576335202,110.821836181445,1.0,-0.12653673826666753,9.697266514344333,-0.5237416314520581,1,1,1.0043748868074225,0.4179421237787729,0.8358842475575458,-0.04644698051556378,-0.019202095327148068,-0.019202095611073743,-0.01920209918548252,-0.019202099204608233,-0.06465442342902199,-0.06465442476318874,-0.06465444155933557,-0.0646544416492073
powertrain_shafts,Shafts,EngineModelType_SHAFTS,TransmissionModelType_AUTOMATIC_SHAFTS,0.049999999999999996,0.056099199942201805,1.3992097829965273,-4.0442687880610535e-06,0.0015499694931653347,-0.4966591949368394,-0.0001440843715850052,-0.0020830375705253924,0.09491693615985716,-1.570926719638323,-3.0380928958924306e-07,-0.001322478117920204,0.0,0.45,0.0,10.811938669441748,103.24640901888384,112.09750435416632,111.13219560654575,1.0,0.2352111988074584,10.811938669441748,-0.3350220465280809,1,1,1.0026752251395934,0.5195467457411991,1.0390934914823982,-0.03329961371896288,-0.017917547097752815,-0.017917547394348605,-0.01791755103437123,-0.017917551053156556,-0.06336417810708654,-0.06336417950079017,-0.06336419660525647,-0.06336419669352872
powertrain_shafts,Shafts,EngineModelType_SHAFTS,TransmissionModelType_AUTOMATIC_SHAFTS,0.05499999999999999,0.05610688691044117,1.396484881262365,-4.8254260964905975e-06,0.001537393647872285,-0.5449803468324641,-0.00015623146168590883,-0.0020061550594997475,0.015376502205128983,-1.570950509450174,-3.6441732296151046e-07,-0.0014238755521518434,0.0,0.45,0.0,11.927718245525998,113.90131911497112,112.31008980952599,111.26926518941079,1.0,-0.023761297840565732,11.927718245525998,-0.3086910389776399,1,1,1.0009339398913437,0.632313166865128,1.264626333730256,-0.015902184534787693,-0.018028339352934086,-0.01802833966698691,-0.01802834331862751,-0.01802834333772443,-0.0646536160244398,-0.06465361750017401,-0.06465363465923317,-0.06465363474896961
