time_s,contact_count,contact_force_N,contact_fx_N,contact_fy_N,contact_fz_N,source
1.4450,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.4475,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.4500,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.4525,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.4550,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.4575,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.4600,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.4625,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.4650,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.4675,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.4700,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.4725,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.4750,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.4775,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.4800,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.4825,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.4850,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.4875,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.4900,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.4925,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.4950,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.4975,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.5000,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.5025,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.5050,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.5075,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.5100,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.5125,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.5150,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.5175,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.5200,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.5225,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.5250,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.5275,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.5300,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.5325,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.5350,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.5375,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.5400,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.5425,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.5450,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.5475,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.5500,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.5525,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.5550,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.5575,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.5600,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.5625,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.5650,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.5675,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.5700,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.5725,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.5750,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.5775,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.5800,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.5825,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.5850,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.5875,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.5900,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.5925,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.5950,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.5975,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.6000,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.6025,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.6050,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.6075,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.6100,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.6125,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.6150,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.6175,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.6200,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.6225,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.6250,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.6275,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.6300,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.6325,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.6350,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.6375,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.6400,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.6425,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.6450,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.6475,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.6500,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.6525,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.6550,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.6575,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.6600,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.6625,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.6650,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.6675,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.6700,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.6725,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.6750,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.6775,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.6800,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.6825,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.6850,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.6875,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.6900,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.6925,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.6950,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.6975,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.7000,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.7025,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.7050,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.7075,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.7100,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.7125,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.7150,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.7175,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.7200,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.7225,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.7250,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.7275,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.7300,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.7325,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.7350,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.7375,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.7400,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.7425,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.7450,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.7475,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.7500,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.7525,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.7550,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.7575,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.7600,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.7625,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.7650,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.7675,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.7700,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.7725,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.7750,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.7775,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.7800,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.7825,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.7850,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.7875,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.7900,4,566.52750,0.00000,0.00000,566.52750,pychrono
1.7925,4,566.52750,0.00000,-0.00000,566.52750,pychrono
1.7950,4,566.52750,-0.00000,0.00000,566.52750,pychrono
1.7975,4,566.52750,-0.00000,-0.00000,566.52750,pychrono
1.8000,4,566.52750,0.00000,0.00000,566.52750,pychrono
