x_m,y_m,height_m,estimated_friction,scm_sinkage_demo_m,source
0.400,-1.700,-0.04770,0.5859,0.00004,pychrono
0.400,-1.600,-0.04084,0.5908,0.00010,pychrono
0.400,-1.500,-0.03312,0.5963,0.00025,pychrono
0.400,-1.400,-0.02463,0.6024,0.00058,pychrono
0.400,-1.300,-0.01544,0.6090,0.00125,pychrono
0.400,-1.200,-0.00556,0.6160,0.00255,pychrono
0.400,-1.100,0.00500,0.6164,0.00491,pychrono
0.400,-1.000,0.01620,0.6084,0.00895,pychrono
0.400,-0.900,0.02792,0.6001,0.01540,pychrono
0.400,-0.800,0.03985,0.5915,0.02503,pychrono
0.400,-0.700,0.05144,0.5833,0.03842,pychrono
0.400,-0.600,0.06198,0.5757,0.05570,pychrono
0.400,-0.500,0.07070,0.5695,0.07627,pychrono
0.400,-0.400,0.07696,0.5650,0.09863,pychrono
0.400,-0.300,0.08047,0.5625,0.12047,pychrono
0.400,-0.200,0.08134,0.5619,0.13896,pychrono
0.400,-0.100,0.08001,0.5629,0.15140,pychrono
0.400,0.000,0.07706,0.5650,0.15579,pychrono
0.400,0.100,0.07305,0.5678,0.15140,pychrono
0.400,0.200,0.06837,0.5712,0.13896,pychrono
0.400,0.300,0.06318,0.5749,0.12047,pychrono
0.400,0.400,0.05750,0.5789,0.09863,pychrono
0.400,0.500,0.05126,0.5834,0.07627,pychrono
0.400,0.600,0.04440,0.5883,0.05570,pychrono
0.400,0.700,0.03690,0.5936,0.03842,pychrono
0.400,0.800,0.02879,0.5994,0.02503,pychrono
0.400,0.900,0.02019,0.6056,0.01540,pychrono
0.400,1.000,0.01122,0.6120,0.00895,pychrono
0.400,1.100,0.00203,0.6185,0.00491,pychrono
0.400,1.200,-0.00719,0.6149,0.00255,pychrono
0.400,1.300,-0.01626,0.6084,0.00125,pychrono
0.400,1.400,-0.02502,0.6021,0.00058,pychrono
0.400,1.500,-0.03329,0.5962,0.00025,pychrono
0.400,1.600,-0.04091,0.5908,0.00010,pychrono
0.400,1.700,-0.04772,0.5859,0.00004,pychrono
0.400,1.800,-0.05360,0.5817,0.00001,pychrono
0.400,1.900,-0.05844,0.5783,0.00001,pychrono
0.400,2.000,-0.06213,0.5756,0.00000,pychrono
0.500,-2.000,-0.07381,0.5673,0.00000,pychrono
0.500,-1.900,-0.06942,0.5704,0.00000,pychrono
0.500,-1.800,-0.06367,0.5745,0.00001,pychrono
0.500,-1.700,-0.05666,0.5795,0.00004,pychrono
0.500,-1.600,-0.04851,0.5854,0.00010,pychrono
0.500,-1.500,-0.03933,0.5919,0.00024,pychrono
0.500,-1.400,-0.02921,0.5991,0.00056,pychrono
0.500,-1.300,-0.01823,0.6070,0.00121,pychrono
0.500,-1.200,-0.00638,0.6154,0.00246,pychrono
0.500,-1.100,0.00634,0.6155,0.00475,pychrono
0.500,-1.000,0.01993,0.6058,0.00865,pychrono
0.500,-0.900,0.03422,0.5956,0.01489,pychrono
0.500,-0.800,0.04884,0.5851,0.02421,pychrono
0.500,-0.700,0.06310,0.5749,0.03716,pychrono
0.500,-0.600,0.07606,0.5657,0.05387,pychrono
0.500,-0.500,0.08672,0.5581,0.07377,pychrono
0.500,-0.400,0.09427,0.5527,0.09540,pychrono
0.500,-0.300,0.09834,0.5498,0.11652,pychrono
0.500,-0.200,0.09906,0.5492,0.13441,pychrono
0.500,-0.100,0.09704,0.5507,0.14644,pychrono
0.500,0.000,0.09305,0.5535,0.15068,pychrono
0.500,0.100,0.08783,0.5573,0.14644,pychrono
0.500,0.200,0.08189,0.5615,0.13441,pychrono
0.500,0.300,0.07546,0.5661,0.11652,pychrono
0.500,0.400,0.06853,0.5711,0.09540,pychrono
0.500,0.500,0.06101,0.5764,0.07377,pychrono
0.500,0.600,0.05280,0.5823,0.05387,pychrono
0.500,0.700,0.04385,0.5887,0.03716,pychrono
0.500,0.800,0.03422,0.5956,0.02421,pychrono
0.500,0.900,0.02399,0.6029,0.01489,pychrono
0.500,1.000,0.01332,0.6105,0.00865,pychrono
0.500,1.100,0.00242,0.6183,0.00475,pychrono
0.500,1.200,-0.00854,0.6139,0.00246,pychrono
0.500,1.300,-0.01932,0.6062,0.00121,pychrono
0.500,1.400,-0.02972,0.5988,0.00056,pychrono
0.500,1.500,-0.03955,0.5918,0.00024,pychrono
0.500,1.600,-0.04859,0.5853,0.00010,pychrono
0.500,1.700,-0.05669,0.5795,0.00004,pychrono
0.500,1.800,-0.06368,0.5745,0.00001,pychrono
0.500,1.900,-0.06942,0.5704,0.00000,pychrono
0.500,2.000,-0.07381,0.5673,0.00000,pychrono
0.600,-2.000,-0.08310,0.5606,0.00000,pychrono
0.600,-1.900,-0.07816,0.5642,0.00000,pychrono
0.600,-1.800,-0.07169,0.5688,0.00001,pychrono
0.600,-1.700,-0.06379,0.5744,0.00004,pychrono
0.600,-1.600,-0.05461,0.5810,0.00010,pychrono
0.600,-1.500,-0.04426,0.5884,0.00023,pychrono
0.600,-1.400,-0.03284,0.5965,0.00053,pychrono
0.600,-1.300,-0.02042,0.6054,0.00115,pychrono
0.600,-1.200,-0.00698,0.6150,0.00235,pychrono
0.600,-1.100,0.00752,0.6146,0.00453,pychrono
0.600,-1.000,0.02307,0.6035,0.00826,pychrono
0.600,-0.900,0.03951,0.5918,0.01421,pychrono
0.600,-0.800,0.05640,0.5797,0.02310,pychrono
0.600,-0.700,0.07291,0.5679,0.03546,pychrono
0.600,-0.600,0.08791,0.5572,0.05142,pychrono
0.600,-0.500,0.10021,0.5484,0.07040,pychrono
0.600,-0.400,0.10881,0.5423,0.09105,pychrono
0.600,-0.300,0.11328,0.5391,0.11120,pychrono
0.600,-0.200,0.11381,0.5387,0.12828,pychrono
0.600,-0.100,0.11111,0.5406,0.13976,pychrono
0.600,0.000,0.10617,0.5442,0.14381,pychrono
0.600,0.100,0.09987,0.5487,0.13976,pychrono
0.600,0.200,0.09284,0.5537,0.12828,pychrono
0.600,0.300,0.08533,0.5590,0.11120,pychrono
0.600,0.400,0.07736,0.5647,0.09105,pychrono
0.600,0.500,0.06879,0.5709,0.07040,pychrono
0.600,0.600,0.05949,0.5775,0.05142,pychrono
0.600,0.700,0.04940,0.5847,0.03546,pychrono
0.600,0.800,0.03853,0.5925,0.02310,pychrono
0.600,0.900,0.02701,0.6007,0.01421,pychrono
0.600,1.000,0.01500,0.6093,0.00826,pychrono
0.600,1.100,0.00272,0.6181,0.00453,pychrono
0.600,1.200,-0.00961,0.6131,0.00235,pychrono
0.600,1.300,-0.02175,0.6045,0.00115,pychrono
0.600,1.400,-0.03347,0.5961,0.00053,pychrono
0.600,1.500,-0.04453,0.5882,0.00023,pychrono
0.600,1.600,-0.05471,0.5809,0.00010,pychrono
0.600,1.700,-0.06383,0.5744,0.00004,pychrono
0.600,1.800,-0.07170,0.5688,0.00001,pychrono
0.600,1.900,-0.07816,0.5642,0.00000,pychrono
0.600,2.000,-0.08310,0.5606,0.00000,pychrono
0.700,-2.000,-0.08971,0.5559,0.00000,pychrono
0.700,-1.900,-0.08438,0.5597,0.00000,pychrono
0.700,-1.800,-0.07739,0.5647,0.00001,pychrono
0.700,-1.700,-0.06886,0.5708,0.00004,pychrono
0.700,-1.600,-0.05894,0.5779,0.00009,pychrono
0.700,-1.500,-0.04776,0.5859,0.00022,pychrono
0.700,-1.400,-0.03542,0.5947,0.00050,pychrono
0.700,-1.300,-0.02198,0.6043,0.00108,pychrono
0.700,-1.200,-0.00741,0.6147,0.00221,pychrono
0.700,-1.100,0.00835,0.6140,0.00427,pychrono
0.700,-1.000,0.02529,0.6019,0.00778,pychrono
0.700,-0.900,0.04325,0.5891,0.01339,pychrono
0.700,-0.800,0.06175,0.5759,0.02176,pychrono
0.700,-0.700,0.07985,0.5630,0.03340,pychrono
0.700,-0.600,0.09630,0.5512,0.04842,pychrono
0.700,-0.500,0.10974,0.5416,0.06630,pychrono
0.700,-0.400,0.11910,0.5349,0.08574,pychrono
0.700,-0.300,0.12386,0.5315,0.10473,pychrono
0.700,-0.200,0.12425,0.5312,0.12081,pychrono
0.700,-0.100,0.12109,0.5335,0.13162,pychrono
0.700,0.000,0.11547,0.5375,0.13544,pychrono
0.700,0.100,0.10842,0.5426,0.13162,pychrono
0.700,0.200,0.10061,0.5481,0.12081,pychrono
0.700,0.300,0.09235,0.5540,0.10473,pychrono
0.700,0.400,0.08364,0.5603,0.08574,pychrono
0.700,0.500,0.07433,0.5669,0.06630,pychrono
0.700,0.600,0.06425,0.5741,0.04842,pychrono
0.700,0.700,0.05334,0.5819,0.03340,pychrono
0.700,0.800,0.04160,0.5903,0.02176,pychrono
0.700,0.900,0.02916,0.5992,0.01339,pychrono
0.700,1.000,0.01620,0.6084,0.00778,pychrono
0.700,1.100,0.00294,0.6179,0.00427,pychrono
0.700,1.200,-0.01038,0.6126,0.00221,pychrono
0.700,1.300,-0.02348,0.6032,0.00108,pychrono
0.700,1.400,-0.03613,0.5942,0.00050,pychrono
0.700,1.500,-0.04807,0.5857,0.00022,pychrono
0.700,1.600,-0.05906,0.5778,0.00009,pychrono
0.700,1.700,-0.06891,0.5708,0.00004,pychrono
0.700,1.800,-0.07740,0.5647,0.00001,pychrono
0.700,1.900,-0.08438,0.5597,0.00000,pychrono
0.700,2.000,-0.08971,0.5559,0.00000,pychrono
0.800,-2.000,-0.09342,0.5533,0.00000,pychrono
0.800,-1.900,-0.08786,0.5572,0.00000,pychrono
0.800,-1.800,-0.08059,0.5624,0.00001,pychrono
0.800,-1.700,-0.07171,0.5688,0.00003,pychrono
0.800,-1.600,-0.06138,0.5762,0.00008,pychrono
0.800,-1.500,-0.04974,0.5845,0.00020,pychrono
0.800,-1.400,-0.03689,0.5937,0.00047,pychrono
0.800,-1.300,-0.02289,0.6037,0.00101,pychrono
0.800,-1.200,-0.00771,0.6145,0.00206,pychrono
0.800,-1.100,0.00869,0.6138,0.00397,pychrono
0.800,-1.000,0.02633,0.6012,0.00723,pychrono
0.800,-0.900,0.04504,0.5878,0.01244,pychrono
0.800,-0.800,0.06429,0.5741,0.02022,pychrono
0.800,-0.700,0.08313,0.5606,0.03104,pychrono
0.800,-0.600,0.10026,0.5484,0.04500,pychrono
0.800,-0.500,0.11426,0.5384,0.06161,pychrono
0.800,-0.400,0.12400,0.5314,0.07968,pychrono
0.800,-0.300,0.12896,0.5279,0.09732,pychrono
0.800,-0.200,0.12937,0.5276,0.11227,pychrono
0.800,-0.100,0.12608,0.5299,0.12232,pychrono
0.800,0.000,0.12024,0.5341,0.12586,pychrono
0.800,0.100,0.11289,0.5394,0.12232,pychrono
0.800,0.200,0.10476,0.5452,0.11227,pychrono
0.800,0.300,0.09616,0.5513,0.09732,pychrono
0.800,0.400,0.08709,0.5578,0.07968,pychrono
0.800,0.500,0.07740,0.5647,0.06161,pychrono
0.800,0.600,0.06691,0.5722,0.04500,pychrono
0.800,0.700,0.05554,0.5803,0.03104,pychrono
0.800,0.800,0.04332,0.5891,0.02022,pychrono
0.800,0.900,0.03037,0.5983,0.01244,pychrono
0.800,1.000,0.01687,0.6080,0.00723,pychrono
0.800,1.100,0.00306,0.6178,0.00397,pychrono
0.800,1.200,-0.01080,0.6123,0.00206,pychrono
0.800,1.300,-0.02445,0.6025,0.00101,pychrono
0.800,1.400,-0.03762,0.5931,0.00047,pychrono
0.800,1.500,-0.05005,0.5842,0.00020,pychrono
0.800,1.600,-0.06151,0.5761,0.00008,pychrono
0.800,1.700,-0.07176,0.5687,0.00003,pychrono
0.800,1.800,-0.08060,0.5624,0.00001,pychrono
0.800,1.900,-0.08787,0.5572,0.00000,pychrono
0.800,2.000,-0.09342,0.5533,0.00000,pychrono
0.900,-2.000,-0.09411,0.5528,0.00000,pychrono
0.900,-1.900,-0.08851,0.5568,0.00000,pychrono
0.900,-1.800,-0.08118,0.5620,0.00001,pychrono
0.900,-1.700,-0.07224,0.5684,0.00003,pychrono
0.900,-1.600,-0.06184,0.5758,0.00008,pychrono
0.900,-1.500,-0.05012,0.5842,0.00019,pychrono
0.900,-1.400,-0.03720,0.5934,0.00043,pychrono
0.900,-1.300,-0.02313,0.6035,0.00092,pychrono
0.900,-1.200,-0.00791,0.6143,0.00189,pychrono
0.900,-1.100,0.00849,0.6139,0.00364,pychrono
0.900,-1.000,0.02608,0.6014,0.00663,pychrono
0.900,-0.900,0.04468,0.5881,0.01141,pychrono
0.900,-0.800,0.06378,0.5744,0.01854,pychrono
0.900,-0.700,0.08245,0.5611,0.02846,pychrono
0.900,-0.600,0.09941,0.5490,0.04126,pychrono
0.900,-0.500,0.11332,0.5391,0.05650,pychrono
0.900,-0.400,0.12305,0.5321,0.07307,pychrono
0.900,-0.300,0.12812,0.5285,0.08924,pychrono
0.900,-0.200,0.12874,0.5280,0.10295,pychrono
0.900,-0.100,0.12571,0.5302,0.11216,pychrono
0.900,0.000,0.12014,0.5342,0.11541,pychrono
0.900,0.100,0.11304,0.5393,0.11216,pychrono
0.900,0.200,0.10509,0.5449,0.10295,pychrono
0.900,0.300,0.09661,0.5510,0.08924,pychrono
0.900,0.400,0.08759,0.5574,0.07307,pychrono
0.900,0.500,0.07790,0.5644,0.05650,pychrono
0.900,0.600,0.06737,0.5719,0.04126,pychrono
0.900,0.700,0.05594,0.5800,0.02846,pychrono
0.900,0.800,0.04364,0.5888,0.01854,pychrono
0.900,0.900,0.03059,0.5982,0.01141,pychrono
0.900,1.000,0.01699,0.6079,0.00663,pychrono
0.900,1.100,0.00308,0.6178,0.00364,pychrono
0.900,1.200,-0.01088,0.6122,0.00189,pychrono
0.900,1.300,-0.02463,0.6024,0.00092,pychrono
0.900,1.400,-0.03790,0.5929,0.00043,pychrono
0.900,1.500,-0.05042,0.5840,0.00019,pychrono
0.900,1.600,-0.06196,0.5757,0.00008,pychrono
0.900,1.700,-0.07229,0.5684,0.00003,pychrono
0.900,1.800,-0.08120,0.5620,0.00001,pychrono
0.900,1.900,-0.08852,0.5568,0.00000,pychrono
0.900,2.000,-0.09411,0.5528,0.00000,pychrono
1.000,-2.000,-0.09176,0.5545,0.00000,pychrono
1.000,-1.900,-0.08630,0.5584,0.00000,pychrono
1.000,-1.800,-0.07916,0.5635,0.00001,pychrono
1.000,-1.700,-0.07044,0.5697,0.00003,pychrono
1.000,-1.600,-0.06031,0.5769,0.00007,pychrono
1.000,-1.500,-0.04889,0.5851,0.00017,pychrono
1.000,-1.400,-0.03633,0.5941,0.00039,pychrono
1.000,-1.300,-0.02268,0.6038,0.00084,pychrono
1.000,-1.200,-0.00798,0.6143,0.00171,pychrono
1.000,-1.100,0.00780,0.6144,0.00329,pychrono
1.000,-1.000,0.02463,0.6024,0.00600,pychrono
1.000,-0.900,0.04232,0.5898,0.01032,pychrono
1.000,-0.800,0.06040,0.5769,0.01678,pychrono
1.000,-0.700,0.07803,0.5643,0.02575,pychrono
1.000,-0.600,0.09405,0.5528,0.03734,pychrono
1.000,-0.500,0.10723,0.5434,0.05112,pychrono
1.000,-0.400,0.11660,0.5367,0.06611,pychrono
1.000,-0.300,0.12167,0.5331,0.08075,pychrono
1.000,-0.200,0.12264,0.5324,0.09315,pychrono
1.000,-0.100,0.12021,0.5341,0.10149,pychrono
1.000,0.000,0.11536,0.5376,0.10443,pychrono
1.000,0.100,0.10897,0.5422,0.10149,pychrono
1.000,0.200,0.10167,0.5474,0.09315,pychrono
1.000,0.300,0.09372,0.5531,0.08075,pychrono
1.000,0.400,0.08514,0.5592,0.06611,pychrono
1.000,0.500,0.07582,0.5658,0.05112,pychrono
1.000,0.600,0.06563,0.5731,0.03734,pychrono
1.000,0.700,0.05452,0.5811,0.02575,pychrono
1.000,0.800,0.04254,0.5896,0.01678,pychrono
1.000,0.900,0.02982,0.5987,0.01032,pychrono
1.000,1.000,0.01657,0.6082,0.00600,pychrono
1.000,1.100,0.00300,0.6179,0.00329,pychrono
1.000,1.200,-0.01061,0.6124,0.00171,pychrono
1.000,1.300,-0.02402,0.6028,0.00084,pychrono
1.000,1.400,-0.03695,0.5936,0.00039,pychrono
1.000,1.500,-0.04916,0.5849,0.00017,pychrono
1.000,1.600,-0.06041,0.5768,0.00007,pychrono
1.000,1.700,-0.07048,0.5697,0.00003,pychrono
1.000,1.800,-0.07917,0.5635,0.00001,pychrono
1.000,1.900,-0.08631,0.5584,0.00000,pychrono
1.000,2.000,-0.09176,0.5545,0.00000,pychrono
1.100,-2.000,-0.08644,0.5583,0.00000,pychrono
1.100,-1.900,-0.08131,0.5619,0.00000,pychrono
1.100,-1.800,-0.07457,0.5667,0.00001,pychrono
1.100,-1.700,-0.06637,0.5726,0.00002,pychrono
1.100,-1.600,-0.05683,0.5794,0.00006,pychrono
1.100,-1.500,-0.04610,0.5871,0.00015,pychrono
1.100,-1.400,-0.03430,0.5955,0.00034,pychrono
1.100,-1.300,-0.02153,0.6046,0.00075,pychrono
1.100,-1.200,-0.00784,0.6144,0.00152,pychrono
1.100,-1.100,0.00676,0.6152,0.00294,pychrono
1.100,-1.000,0.02221,0.6041,0.00536,pychrono
1.100,-0.900,0.03832,0.5926,0.00922,pychrono
1.100,-0.800,0.05469,0.5809,0.01498,pychrono
1.100,-0.700,0.07057,0.5696,0.02299,pychrono
1.100,-0.600,0.08502,0.5593,0.03333,pychrono
1.100,-0.500,0.09698,0.5507,0.04564,pychrono
1.100,-0.400,0.10564,0.5445,0.05903,pychrono
1.100,-0.300,0.11058,0.5410,0.07210,pychrono
1.100,-0.200,0.11195,0.5400,0.08317,pychrono
1.100,-0.100,0.11032,0.5412,0.09061,pychrono
1.100,0.000,0.10646,0.5440,0.09324,pychrono
1.100,0.100,0.10111,0.5478,0.09061,pychrono
1.100,0.200,0.09478,0.5523,0.08317,pychrono
1.100,0.300,0.08770,0.5574,0.07210,pychrono
1.100,0.400,0.07989,0.5629,0.05903,pychrono
1.100,0.500,0.07126,0.5691,0.04564,pychrono
1.100,0.600,0.06175,0.5759,0.03333,pychrono
1.100,0.700,0.05132,0.5833,0.02299,pychrono
1.100,0.800,0.04006,0.5914,0.01498,pychrono
1.100,0.900,0.02809,0.5999,0.00922,pychrono
1.100,1.000,0.01560,0.6089,0.00536,pychrono
1.100,1.100,0.00283,0.6180,0.00294,pychrono
1.100,1.200,-0.01000,0.6129,0.00152,pychrono
1.100,1.300,-0.02263,0.6038,0.00075,pychrono
1.100,1.400,-0.03481,0.5951,0.00034,pychrono
1.100,1.500,-0.04632,0.5869,0.00015,pychrono
1.100,1.600,-0.05691,0.5793,0.00006,pychrono
1.100,1.700,-0.06640,0.5726,0.00002,pychrono
1.100,1.800,-0.07458,0.5667,0.00001,pychrono
1.100,1.900,-0.08131,0.5619,0.00000,pychrono
1.100,2.000,-0.08644,0.5583,0.00000,pychrono
1.200,-2.000,-0.07833,0.5640,0.00000,pychrono
1.200,-1.900,-0.07368,0.5674,0.00000,pychrono
1.200,-1.800,-0.06758,0.5717,0.00001,pychrono
1.200,-1.700,-0.06015,0.5770,0.00002,pychrono
1.200,-1.600,-0.05151,0.5832,0.00005,pychrono
1.200,-1.500,-0.04181,0.5901,0.00013,pychrono
1.200,-1.400,-0.03116,0.5977,0.00030,pychrono
1.200,-1.300,-0.01968,0.6059,0.00066,pychrono
1.200,-1.200,-0.00743,0.6147,0.00134,pychrono
1.200,-1.100,0.00553,0.6160,0.00259,pychrono
1.200,-1.000,0.01913,0.6063,0.00472,pychrono
1.200,-0.900,0.03318,0.5963,0.00812,pychrono
1.200,-0.800,0.04734,0.5862,0.01320,pychrono
1.200,-0.700,0.06103,0.5764,0.02026,pychrono
1.200,-0.600,0.07346,0.5675,0.02937,pychrono
1.200,-0.500,0.08385,0.5601,0.04021,pychrono
1.200,-0.400,0.09153,0.5546,0.05201,pychrono
1.200,-0.300,0.09618,0.5513,0.06352,pychrono
1.200,-0.200,0.09787,0.5501,0.07328,pychrono
1.200,-0.100,0.09704,0.5507,0.07983,pychrono
1.200,0.000,0.09426,0.5527,0.08215,pychrono
1.200,0.100,0.09008,0.5557,0.07983,pychrono
1.200,0.200,0.08490,0.5594,0.07328,pychrono
1.200,0.300,0.07888,0.5637,0.06352,pychrono
1.200,0.400,0.07207,0.5685,0.05201,pychrono
1.200,0.500,0.06441,0.5740,0.04021,pychrono
1.200,0.600,0.05588,0.5801,0.02937,pychrono
1.200,0.700,0.04648,0.5868,0.02026,pychrono
1.200,0.800,0.03629,0.5941,0.01320,pychrono
1.200,0.900,0.02545,0.6018,0.00812,pychrono
1.200,1.000,0.01414,0.6099,0.00472,pychrono
1.200,1.100,0.00256,0.6182,0.00259,pychrono
1.200,1.200,-0.00906,0.6135,0.00134,pychrono
1.200,1.300,-0.02050,0.6054,0.00066,pychrono
1.200,1.400,-0.03155,0.5975,0.00030,pychrono
1.200,1.500,-0.04197,0.5900,0.00013,pychrono
1.200,1.600,-0.05158,0.5832,0.00005,pychrono
1.200,1.700,-0.06017,0.5770,0.00002,pychrono
1.200,1.800,-0.06759,0.5717,0.00001,pychrono
1.200,1.900,-0.07368,0.5674,0.00000,pychrono
1.200,2.000,-0.07833,0.5640,0.00000,pychrono
1.300,-2.000,-0.06769,0.5716,0.00000,pychrono
1.300,-1.900,-0.06367,0.5745,0.00000,pychrono
1.300,-1.800,-0.05840,0.5783,0.00001,pychrono
1.300,-1.700,-0.05198,0.5829,0.00002,pychrono
1.300,-1.600,-0.04452,0.5882,0.00005,pychrono
1.300,-1.500,-0.03616,0.5942,0.00012,pychrono
1.300,-1.400,-0.02699,0.6007,0.00026,pychrono
1.300,-1.300,-0.01714,0.6078,0.00057,pychrono
1.300,-1.200,-0.00669,0.6152,0.00117,pychrono
1.300,-1.100,0.00429,0.6169,0.00225,pychrono
1.300,-1.000,0.01570,0.6088,0.00410,pychrono
1.300,-0.900,0.02739,0.6004,0.00706,pychrono
1.300,-0.800,0.03906,0.5921,0.01147,pychrono
1.300,-0.700,0.05029,0.5841,0.01761,pychrono
1.300,-0.600,0.06049,0.5768,0.02553,pychrono
1.300,-0.500,0.06909,0.5707,0.03496,pychrono
1.300,-0.400,0.07559,0.5660,0.04521,pychrono
1.300,-0.300,0.07974,0.5630,0.05522,pychrono
1.300,-0.200,0.08159,0.5617,0.06370,pychrono
1.300,-0.100,0.08141,0.5619,0.06940,pychrono
1.300,0.000,0.07961,0.5631,0.07141,pychrono
1.300,0.100,0.07656,0.5653,0.06940,pychrono
1.300,0.200,0.07253,0.5682,0.06370,pychrono
1.300,0.300,0.06767,0.5717,0.05522,pychrono
1.300,0.400,0.06201,0.5757,0.04521,pychrono
1.300,0.500,0.05553,0.5803,0.03496,pychrono
1.300,0.600,0.04822,0.5856,0.02553,pychrono
1.300,0.700,0.04014,0.5913,0.01761,pychrono
1.300,0.800,0.03135,0.5976,0.01147,pychrono
1.300,0.900,0.02199,0.6043,0.00706,pychrono
1.300,1.000,0.01222,0.6113,0.00410,pychrono
1.300,1.100,0.00221,0.6184,0.00225,pychrono
1.300,1.200,-0.00783,0.6144,0.00117,pychrono
1.300,1.300,-0.01772,0.6073,0.00057,pychrono
1.300,1.400,-0.02726,0.6005,0.00026,pychrono
1.300,1.500,-0.03627,0.5941,0.00012,pychrono
1.300,1.600,-0.04457,0.5882,0.00005,pychrono
1.300,1.700,-0.05200,0.5829,0.00002,pychrono
1.300,1.800,-0.05841,0.5783,0.00001,pychrono
1.300,1.900,-0.06367,0.5745,0.00000,pychrono
1.300,2.000,-0.06770,0.5716,0.00000,pychrono
1.400,-2.000,-0.05487,0.5808,0.00000,pychrono
1.400,-1.900,-0.05161,0.5831,0.00000,pychrono
1.400,-1.800,-0.04734,0.5862,0.00001,pychrono
1.400,-1.700,-0.04213,0.5899,0.00002,pychrono
1.400,-1.600,-0.03610,0.5942,0.00004,pychrono
1.400,-1.500,-0.02932,0.5991,0.00010,pychrono
1.400,-1.400,-0.02192,0.6043,0.00023,pychrono
1.400,-1.300,-0.01399,0.6100,0.00049,pychrono
1.400,-1.200,-0.00561,0.6160,0.00100,pychrono
1.400,-1.100,0.00313,0.6178,0.00193,pychrono
1.400,-1.000,0.01214,0.6113,0.00352,pychrono
1.400,-0.900,0.02130,0.6048,0.00606,pychrono
1.400,-0.800,0.03037,0.5983,0.00984,pychrono
1.400,-0.700,0.03905,0.5921,0.01511,pychrono
1.400,-0.600,0.04694,0.5865,0.02190,pychrono
1.400,-0.500,0.05364,0.5817,0.02999,pychrono
1.400,-0.400,0.05882,0.5780,0.03878,pychrono
1.400,-0.300,0.06228,0.5755,0.04737,pychrono
1.400,-0.200,0.06404,0.5743,0.05465,pychrono
1.400,-0.100,0.06428,0.5741,0.05954,pychrono
1.400,0.000,0.06323,0.5748,0.06126,pychrono
1.400,0.100,0.06115,0.5763,0.05954,pychrono
1.400,0.200,0.05821,0.5784,0.05465,pychrono
1.400,0.300,0.05451,0.5811,0.04737,pychrono
1.400,0.400,0.05007,0.5842,0.03878,pychrono
1.400,0.500,0.04491,0.5879,0.02999,pychrono
1.400,0.600,0.03904,0.5921,0.02190,pychrono
1.400,0.700,0.03251,0.5968,0.01511,pychrono
1.400,0.800,0.02540,0.6019,0.00984,pychrono
1.400,0.900,0.01782,0.6073,0.00606,pychrono
1.400,1.000,0.00990,0.6129,0.00352,pychrono
1.400,1.100,0.00179,0.6187,0.00193,pychrono
1.400,1.200,-0.00635,0.6155,0.00100,pychrono
1.400,1.300,-0.01436,0.6097,0.00049,pychrono
1.400,1.400,-0.02210,0.6042,0.00023,pychrono
1.400,1.500,-0.02940,0.5990,0.00010,pychrono
1.400,1.600,-0.03613,0.5942,0.00004,pychrono
1.400,1.700,-0.04215,0.5899,0.00002,pychrono
1.400,1.800,-0.04734,0.5862,0.00001,pychrono
1.400,1.900,-0.05161,0.5831,0.00000,pychrono
1.400,2.000,-0.05487,0.5808,0.00000,pychrono
1.500,-2.000,-0.04027,0.5912,0.00000,pychrono
1.500,-1.900,-0.03788,0.5929,0.00000,pychrono
1.500,-1.800,-0.03474,0.5952,0.00000,pychrono
1.500,-1.700,-0.03092,0.5979,0.00001,pychrono
1.500,-1.600,-0.02650,0.6011,0.00003,pychrono
1.500,-1.500,-0.02153,0.6046,0.00008,pychrono
1.500,-1.400,-0.01611,0.6085,0.00019,pychrono
1.500,-1.300,-0.01032,0.6126,0.00041,pychrono
1.500,-1.200,-0.00422,0.6170,0.00085,pychrono
1.500,-1.100,0.00211,0.6185,0.00163,pychrono
1.500,-1.000,0.00860,0.6139,0.00298,pychrono
1.500,-0.900,0.01514,0.6092,0.00513,pychrono
1.500,-0.800,0.02159,0.6046,0.00833,pychrono
1.500,-0.700,0.02774,0.6002,0.01279,pychrono
1.500,-0.600,0.03333,0.5962,0.01854,pychrono
1.500,-0.500,0.03810,0.5928,0.02539,pychrono
1.500,-0.400,0.04184,0.5901,0.03283,pychrono
1.500,-0.300,0.04444,0.5883,0.04010,pychrono
1.500,-0.200,0.04587,0.5872,0.04626,pychrono
1.500,-0.100,0.04625,0.5870,0.05040,pychrono
1.500,0.000,0.04571,0.5874,0.05186,pychrono
1.500,0.100,0.04439,0.5883,0.05040,pychrono
1.500,0.200,0.04241,0.5897,0.04626,pychrono
1.500,0.300,0.03982,0.5916,0.04010,pychrono
1.500,0.400,0.03665,0.5938,0.03283,pychrono
1.500,0.500,0.03291,0.5965,0.02539,pychrono
1.500,0.600,0.02863,0.5996,0.01854,pychrono
1.500,0.700,0.02385,0.6030,0.01279,pychrono
1.500,0.800,0.01864,0.6067,0.00833,pychrono
1.500,0.900,0.01308,0.6107,0.00513,pychrono
1.500,1.000,0.00727,0.6148,0.00298,pychrono
1.500,1.100,0.00132,0.6191,0.00163,pychrono
1.500,1.200,-0.00466,0.6167,0.00085,pychrono
1.500,1.300,-0.01054,0.6125,0.00041,pychrono
