x_m,y_m,height_m,estimated_friction,scm_sinkage_demo_m,source
-1.900,-1.000,0.00467,0.6167,0.00049,pychrono
-1.900,-0.900,0.00840,0.6140,0.00084,pychrono
-1.900,-0.800,0.01197,0.6114,0.00136,pychrono
-1.900,-0.700,0.01531,0.6091,0.00209,pychrono
-1.900,-0.600,0.01834,0.6069,0.00302,pychrono
-1.900,-0.500,0.02102,0.6050,0.00414,pychrono
-1.900,-0.400,0.02328,0.6034,0.00536,pychrono
-1.900,-0.300,0.02509,0.6021,0.00654,pychrono
-1.900,-0.200,0.02641,0.6011,0.00755,pychrono
-1.900,-0.100,0.02721,0.6006,0.00822,pychrono
-1.900,0.000,0.02748,0.6004,0.00846,pychrono
-1.900,0.100,0.02721,0.6006,0.00822,pychrono
-1.900,0.200,0.02641,0.6011,0.00755,pychrono
-1.900,0.300,0.02509,0.6021,0.00654,pychrono
-1.900,0.400,0.02328,0.6034,0.00536,pychrono
-1.900,0.500,0.02102,0.6050,0.00414,pychrono
-1.900,0.600,0.01834,0.6069,0.00302,pychrono
-1.900,0.700,0.01531,0.6091,0.00209,pychrono
-1.900,0.800,0.01197,0.6114,0.00136,pychrono
-1.900,0.900,0.00840,0.6140,0.00084,pychrono
-1.900,1.000,0.00467,0.6167,0.00049,pychrono
-1.900,1.100,0.00085,0.6194,0.00027,pychrono
-1.900,1.200,-0.00300,0.6179,0.00014,pychrono
-1.900,1.300,-0.00678,0.6152,0.00007,pychrono
-1.900,1.400,-0.01043,0.6126,0.00003,pychrono
-1.900,1.500,-0.01387,0.6101,0.00001,pychrono
-1.900,1.600,-0.01705,0.6078,0.00001,pychrono
-1.900,1.700,-0.01989,0.6058,0.00000,pychrono
-1.900,1.800,-0.02234,0.6040,0.00000,pychrono
-1.900,1.900,-0.02436,0.6026,0.00000,pychrono
-1.900,2.000,-0.02589,0.6015,0.00000,pychrono
-1.800,-2.000,-0.00926,0.6134,0.00000,pychrono
-1.800,-1.900,-0.00871,0.6138,0.00000,pychrono
-1.800,-1.800,-0.00799,0.6143,0.00000,pychrono
-1.800,-1.700,-0.00711,0.6149,0.00000,pychrono
-1.800,-1.600,-0.00609,0.6156,0.00001,pychrono
-1.800,-1.500,-0.00496,0.6165,0.00002,pychrono
-1.800,-1.400,-0.00373,0.6173,0.00004,pychrono
-1.800,-1.300,-0.00242,0.6183,0.00009,pychrono
-1.800,-1.200,-0.00107,0.6192,0.00018,pychrono
-1.800,-1.100,0.00030,0.6198,0.00035,pychrono
-1.800,-1.000,0.00167,0.6188,0.00064,pychrono
-1.800,-0.900,0.00300,0.6179,0.00110,pychrono
-1.800,-0.800,0.00428,0.6169,0.00179,pychrono
-1.800,-0.700,0.00547,0.6161,0.00274,pychrono
-1.800,-0.600,0.00656,0.6153,0.00397,pychrono
-1.800,-0.500,0.00751,0.6146,0.00544,pychrono
-1.800,-0.400,0.00832,0.6141,0.00704,pychrono
-1.800,-0.300,0.00897,0.6136,0.00860,pychrono
-1.800,-0.200,0.00944,0.6133,0.00992,pychrono
-1.800,-0.100,0.00973,0.6131,0.01080,pychrono
-1.800,0.000,0.00982,0.6130,0.01112,pychrono
-1.800,0.100,0.00973,0.6131,0.01080,pychrono
-1.800,0.200,0.00944,0.6133,0.00992,pychrono
-1.800,0.300,0.00897,0.6136,0.00860,pychrono
-1.800,0.400,0.00832,0.6141,0.00704,pychrono
-1.800,0.500,0.00751,0.6146,0.00544,pychrono
-1.800,0.600,0.00656,0.6153,0.00397,pychrono
-1.800,0.700,0.00547,0.6161,0.00274,pychrono
-1.800,0.800,0.00428,0.6169,0.00179,pychrono
-1.800,0.900,0.00300,0.6179,0.00110,pychrono
-1.800,1.000,0.00167,0.6188,0.00064,pychrono
-1.800,1.100,0.00030,0.6198,0.00035,pychrono
-1.800,1.200,-0.00107,0.6192,0.00018,pychrono
-1.800,1.300,-0.00242,0.6183,0.00009,pychrono
-1.800,1.400,-0.00373,0.6173,0.00004,pychrono
-1.800,1.500,-0.00496,0.6165,0.00002,pychrono
-1.800,1.600,-0.00609,0.6156,0.00001,pychrono
-1.800,1.700,-0.00711,0.6149,0.00000,pychrono
-1.800,1.800,-0.00799,0.6143,0.00000,pychrono
-1.800,1.900,-0.00871,0.6138,0.00000,pychrono
-1.800,2.000,-0.00926,0.6134,0.00000,pychrono
-1.700,-2.000,0.00768,0.6145,0.00000,pychrono
-1.700,-1.900,0.00722,0.6148,0.00000,pychrono
-1.700,-1.800,0.00663,0.6153,0.00000,pychrono
-1.700,-1.700,0.00590,0.6158,0.00000,pychrono
-1.700,-1.600,0.00506,0.6164,0.00001,pychrono
-1.700,-1.500,0.00411,0.6171,0.00002,pychrono
-1.700,-1.400,0.00309,0.6178,0.00005,pychrono
-1.700,-1.300,0.00201,0.6186,0.00012,pychrono
-1.700,-1.200,0.00089,0.6194,0.00024,pychrono
-1.700,-1.100,-0.00025,0.6198,0.00045,pychrono
-1.700,-1.000,-0.00139,0.6190,0.00083,pychrono
-1.700,-0.900,-0.00249,0.6182,0.00143,pychrono
-1.700,-0.800,-0.00355,0.6175,0.00232,pychrono
-1.700,-0.700,-0.00454,0.6168,0.00356,pychrono
-1.700,-0.600,-0.00544,0.6161,0.00515,pychrono
-1.700,-0.500,-0.00623,0.6155,0.00706,pychrono
-1.700,-0.400,-0.00691,0.6151,0.00913,pychrono
-1.700,-0.300,-0.00744,0.6147,0.01115,pychrono
-1.700,-0.200,-0.00783,0.6144,0.01286,pychrono
-1.700,-0.100,-0.00807,0.6142,0.01401,pychrono
-1.700,0.000,-0.00815,0.6142,0.01442,pychrono
-1.700,0.100,-0.00807,0.6142,0.01401,pychrono
-1.700,0.200,-0.00783,0.6144,0.01286,pychrono
-1.700,0.300,-0.00744,0.6147,0.01115,pychrono
-1.700,0.400,-0.00691,0.6151,0.00913,pychrono
-1.700,0.500,-0.00623,0.6155,0.00706,pychrono
-1.700,0.600,-0.00544,0.6161,0.00515,pychrono
-1.700,0.700,-0.00454,0.6168,0.00356,pychrono
-1.700,0.800,-0.00355,0.6175,0.00232,pychrono
-1.700,0.900,-0.00249,0.6182,0.00143,pychrono
-1.700,1.000,-0.00139,0.6190,0.00083,pychrono
-1.700,1.100,-0.00025,0.6198,0.00045,pychrono
-1.700,1.200,0.00089,0.6194,0.00024,pychrono
-1.700,1.300,0.00201,0.6186,0.00012,pychrono
-1.700,1.400,0.00309,0.6178,0.00005,pychrono
-1.700,1.500,0.00411,0.6171,0.00002,pychrono
-1.700,1.600,0.00506,0.6164,0.00001,pychrono
-1.700,1.700,0.00590,0.6158,0.00000,pychrono
-1.700,1.800,0.00663,0.6153,0.00000,pychrono
-1.700,1.900,0.00722,0.6148,0.00000,pychrono
-1.700,2.000,0.00768,0.6145,0.00000,pychrono
-1.600,-2.000,0.02437,0.6026,0.00000,pychrono
-1.600,-1.900,0.02292,0.6036,0.00000,pychrono
-1.600,-1.800,0.02102,0.6050,0.00000,pychrono
-1.600,-1.700,0.01872,0.6066,0.00000,pychrono
-1.600,-1.600,0.01604,0.6085,0.00001,pychrono
-1.600,-1.500,0.01306,0.6107,0.00003,pychrono
-1.600,-1.400,0.00981,0.6130,0.00007,pychrono
-1.600,-1.300,0.00638,0.6154,0.00015,pychrono
-1.600,-1.200,0.00282,0.6180,0.00030,pychrono
-1.600,-1.100,-0.00080,0.6194,0.00058,pychrono
-1.600,-1.000,-0.00440,0.6169,0.00106,pychrono
-1.600,-0.900,-0.00791,0.6144,0.00182,pychrono
-1.600,-0.800,-0.01127,0.6120,0.00296,pychrono
-1.600,-0.700,-0.01441,0.6097,0.00455,pychrono
-1.600,-0.600,-0.01726,0.6077,0.00660,pychrono
-1.600,-0.500,-0.01978,0.6059,0.00903,pychrono
-1.600,-0.400,-0.02191,0.6043,0.01168,pychrono
-1.600,-0.300,-0.02361,0.6031,0.01427,pychrono
-1.600,-0.200,-0.02485,0.6022,0.01646,pychrono
-1.600,-0.100,-0.02561,0.6017,0.01793,pychrono
-1.600,0.000,-0.02586,0.6015,0.01845,pychrono
-1.600,0.100,-0.02561,0.6017,0.01793,pychrono
-1.600,0.200,-0.02485,0.6022,0.01646,pychrono
-1.600,0.300,-0.02361,0.6031,0.01427,pychrono
-1.600,0.400,-0.02191,0.6043,0.01168,pychrono
-1.600,0.500,-0.01978,0.6059,0.00903,pychrono
-1.600,0.600,-0.01726,0.6077,0.00660,pychrono
-1.600,0.700,-0.01441,0.6097,0.00455,pychrono
-1.600,0.800,-0.01127,0.6120,0.00296,pychrono
-1.600,0.900,-0.00791,0.6144,0.00182,pychrono
-1.600,1.000,-0.00440,0.6169,0.00106,pychrono
-1.600,1.100,-0.00080,0.6194,0.00058,pychrono
-1.600,1.200,0.00282,0.6180,0.00030,pychrono
-1.600,1.300,0.00638,0.6154,0.00015,pychrono
-1.600,1.400,0.00981,0.6130,0.00007,pychrono
-1.600,1.500,0.01306,0.6107,0.00003,pychrono
-1.600,1.600,0.01604,0.6085,0.00001,pychrono
-1.600,1.700,0.01872,0.6066,0.00000,pychrono
-1.600,1.800,0.02102,0.6050,0.00000,pychrono
-1.600,1.900,0.02292,0.6036,0.00000,pychrono
-1.600,2.000,0.02437,0.6026,0.00000,pychrono
-1.500,-2.000,0.04027,0.5912,0.00000,pychrono
-1.500,-1.900,0.03788,0.5929,0.00000,pychrono
-1.500,-1.800,0.03474,0.5952,0.00000,pychrono
-1.500,-1.700,0.03093,0.5979,0.00001,pychrono
-1.500,-1.600,0.02651,0.6011,0.00002,pychrono
-1.500,-1.500,0.02158,0.6046,0.00004,pychrono
-1.500,-1.400,0.01622,0.6084,0.00009,pychrono
-1.500,-1.300,0.01054,0.6125,0.00019,pychrono
-1.500,-1.200,0.00466,0.6167,0.00038,pychrono
-1.500,-1.100,-0.00132,0.6191,0.00073,pychrono
-1.500,-1.000,-0.00726,0.6148,0.00134,pychrono
-1.500,-0.900,-0.01307,0.6107,0.00230,pychrono
-1.500,-0.800,-0.01862,0.6067,0.00374,pychrono
-1.500,-0.700,-0.02381,0.6030,0.00575,pychrono
-1.500,-0.600,-0.02853,0.5996,0.00833,pychrono
-1.500,-0.500,-0.03269,0.5967,0.01141,pychrono
-1.500,-0.400,-0.03621,0.5941,0.01475,pychrono
-1.500,-0.300,-0.03902,0.5921,0.01802,pychrono
-1.500,-0.200,-0.04107,0.5907,0.02078,pychrono
-1.500,-0.100,-0.04232,0.5898,0.02264,pychrono
-1.500,0.000,-0.04274,0.5895,0.02330,pychrono
-1.500,0.100,-0.04232,0.5898,0.02264,pychrono
-1.500,0.200,-0.04107,0.5907,0.02078,pychrono
-1.500,0.300,-0.03902,0.5921,0.01802,pychrono
-1.500,0.400,-0.03621,0.5941,0.01475,pychrono
-1.500,0.500,-0.03269,0.5967,0.01141,pychrono
-1.500,0.600,-0.02853,0.5996,0.00833,pychrono
-1.500,0.700,-0.02381,0.6030,0.00575,pychrono
-1.500,0.800,-0.01862,0.6067,0.00374,pychrono
-1.500,0.900,-0.01307,0.6107,0.00230,pychrono
-1.500,1.000,-0.00726,0.6148,0.00134,pychrono
-1.500,1.100,-0.00132,0.6191,0.00073,pychrono
-1.500,1.200,0.00466,0.6167,0.00038,pychrono
-1.500,1.300,0.01054,0.6125,0.00019,pychrono
-1.500,1.400,0.01622,0.6084,0.00009,pychrono
-1.500,1.500,0.02158,0.6046,0.00004,pychrono
-1.500,1.600,0.02651,0.6011,0.00002,pychrono
-1.500,1.700,0.03093,0.5979,0.00001,pychrono
-1.500,1.800,0.03474,0.5952,0.00000,pychrono
-1.500,1.900,0.03788,0.5929,0.00000,pychrono
-1.500,2.000,0.04027,0.5912,0.00000,pychrono
-1.400,-2.000,0.05487,0.5808,0.00000,pychrono
-1.400,-1.900,0.05161,0.5831,0.00000,pychrono
-1.400,-1.800,0.04734,0.5862,0.00000,pychrono
-1.400,-1.700,0.04215,0.5899,0.00001,pychrono
-1.400,-1.600,0.03613,0.5942,0.00002,pychrono
-1.400,-1.500,0.02940,0.5990,0.00005,pychrono
-1.400,-1.400,0.02210,0.6042,0.00011,pychrono
-1.400,-1.300,0.01436,0.6097,0.00023,pychrono
-1.400,-1.200,0.00635,0.6155,0.00047,pychrono
-1.400,-1.100,-0.00179,0.6187,0.00092,pychrono
-1.400,-1.000,-0.00990,0.6129,0.00167,pychrono
-1.400,-0.900,-0.01781,0.6073,0.00287,pychrono
-1.400,-0.800,-0.02537,0.6019,0.00466,pychrono
-1.400,-0.700,-0.03244,0.5968,0.00716,pychrono
-1.400,-0.600,-0.03887,0.5922,0.01038,pychrono
-1.400,-0.500,-0.04454,0.5882,0.01421,pychrono
-1.400,-0.400,-0.04934,0.5848,0.01838,pychrono
-1.400,-0.300,-0.05317,0.5820,0.02245,pychrono
-1.400,-0.200,-0.05597,0.5800,0.02590,pychrono
-1.400,-0.100,-0.05766,0.5788,0.02822,pychrono
-1.400,0.000,-0.05823,0.5784,0.02904,pychrono
-1.400,0.100,-0.05766,0.5788,0.02822,pychrono
-1.400,0.200,-0.05597,0.5800,0.02590,pychrono
-1.400,0.300,-0.05317,0.5820,0.02245,pychrono
-1.400,0.400,-0.04934,0.5848,0.01838,pychrono
-1.400,0.500,-0.04454,0.5882,0.01421,pychrono
-1.400,0.600,-0.03887,0.5922,0.01038,pychrono
-1.400,0.700,-0.03244,0.5968,0.00716,pychrono
-1.400,0.800,-0.02537,0.6019,0.00466,pychrono
-1.400,0.900,-0.01781,0.6073,0.00287,pychrono
-1.400,1.000,-0.00990,0.6129,0.00167,pychrono
-1.400,1.100,-0.00179,0.6187,0.00092,pychrono
-1.400,1.200,0.00635,0.6155,0.00047,pychrono
-1.400,1.300,0.01436,0.6097,0.00023,pychrono
-1.400,1.400,0.02210,0.6042,0.00011,pychrono
-1.400,1.500,0.02940,0.5990,0.00005,pychrono
-1.400,1.600,0.03613,0.5942,0.00002,pychrono
-1.400,1.700,0.04215,0.5899,0.00001,pychrono
-1.400,1.800,0.04734,0.5862,0.00000,pychrono
-1.400,1.900,0.05161,0.5831,0.00000,pychrono
-1.400,2.000,0.05487,0.5808,0.00000,pychrono
-1.300,-2.000,0.06770,0.5716,0.00000,pychrono
-1.300,-1.900,0.06367,0.5745,0.00000,pychrono
-1.300,-1.800,0.05841,0.5783,0.00000,pychrono
-1.300,-1.700,0.05200,0.5829,0.00001,pychrono
-1.300,-1.600,0.04457,0.5882,0.00002,pychrono
-1.300,-1.500,0.03627,0.5941,0.00006,pychrono
-1.300,-1.400,0.02726,0.6005,0.00013,pychrono
-1.300,-1.300,0.01772,0.6073,0.00029,pychrono
-1.300,-1.200,0.00783,0.6144,0.00058,pychrono
-1.300,-1.100,-0.00221,0.6184,0.00113,pychrono
-1.300,-1.000,-0.01221,0.6113,0.00205,pychrono
-1.300,-0.900,-0.02197,0.6043,0.00353,pychrono
-1.300,-0.800,-0.03130,0.5976,0.00574,pychrono
-1.300,-0.700,-0.04002,0.5914,0.00880,pychrono
-1.300,-0.600,-0.04795,0.5857,0.01276,pychrono
-1.300,-0.500,-0.05495,0.5807,0.01748,pychrono
-1.300,-0.400,-0.06087,0.5765,0.02260,pychrono
-1.300,-0.300,-0.06560,0.5731,0.02761,pychrono
-1.300,-0.200,-0.06905,0.5707,0.03185,pychrono
-1.300,-0.100,-0.07114,0.5692,0.03470,pychrono
-1.300,0.000,-0.07185,0.5687,0.03570,pychrono
-1.300,0.100,-0.07114,0.5692,0.03470,pychrono
-1.300,0.200,-0.06905,0.5707,0.03185,pychrono
-1.300,0.300,-0.06560,0.5731,0.02761,pychrono
-1.300,0.400,-0.06087,0.5765,0.02260,pychrono
-1.300,0.500,-0.05495,0.5807,0.01748,pychrono
-1.300,0.600,-0.04795,0.5857,0.01276,pychrono
-1.300,0.700,-0.04002,0.5914,0.00880,pychrono
-1.300,0.800,-0.03130,0.5976,0.00574,pychrono
-1.300,0.900,-0.02197,0.6043,0.00353,pychrono
-1.300,1.000,-0.01221,0.6113,0.00205,pychrono
-1.300,1.100,-0.00221,0.6184,0.00113,pychrono
-1.300,1.200,0.00783,0.6144,0.00058,pychrono
-1.300,1.300,0.01772,0.6073,0.00029,pychrono
-1.300,1.400,0.02726,0.6005,0.00013,pychrono
-1.300,1.500,0.03627,0.5941,0.00006,pychrono
-1.300,1.600,0.04457,0.5882,0.00002,pychrono
-1.300,1.700,0.05200,0.5829,0.00001,pychrono
-1.300,1.800,0.05841,0.5783,0.00000,pychrono
-1.300,1.900,0.06367,0.5745,0.00000,pychrono
-1.300,2.000,0.06770,0.5716,0.00000,pychrono
-1.200,-2.000,0.07833,0.5640,0.00000,pychrono
-1.200,-1.900,0.07368,0.5674,0.00000,pychrono
-1.200,-1.800,0.06759,0.5717,0.00000,pychrono
-1.200,-1.700,0.06017,0.5770,0.00001,pychrono
-1.200,-1.600,0.05158,0.5832,0.00003,pychrono
-1.200,-1.500,0.04197,0.5900,0.00007,pychrono
-1.200,-1.400,0.03155,0.5975,0.00016,pychrono
-1.200,-1.300,0.02050,0.6054,0.00035,pychrono
-1.200,-1.200,0.00906,0.6135,0.00071,pychrono
-1.200,-1.100,-0.00256,0.6182,0.00137,pychrono
-1.200,-1.000,-0.01413,0.6099,0.00249,pychrono
-1.200,-0.900,-0.02543,0.6018,0.00428,pychrono
-1.200,-0.800,-0.03622,0.5941,0.00696,pychrono
-1.200,-0.700,-0.04631,0.5869,0.01068,pychrono
-1.200,-0.600,-0.05549,0.5804,0.01549,pychrono
-1.200,-0.500,-0.06359,0.5746,0.02120,pychrono
-1.200,-0.400,-0.07044,0.5697,0.02742,pychrono
-1.200,-0.300,-0.07591,0.5658,0.03349,pychrono
-1.200,-0.200,-0.07990,0.5629,0.03864,pychrono
-1.200,-0.100,-0.08232,0.5612,0.04210,pychrono
-1.200,0.000,-0.08314,0.5606,0.04332,pychrono
-1.200,0.100,-0.08232,0.5612,0.04210,pychrono
-1.200,0.200,-0.07990,0.5629,0.03864,pychrono
-1.200,0.300,-0.07591,0.5658,0.03349,pychrono
-1.200,0.400,-0.07044,0.5697,0.02742,pychrono
-1.200,0.500,-0.06359,0.5746,0.02120,pychrono
-1.200,0.600,-0.05549,0.5804,0.01549,pychrono
-1.200,0.700,-0.04631,0.5869,0.01068,pychrono
-1.200,0.800,-0.03622,0.5941,0.00696,pychrono
-1.200,0.900,-0.02543,0.6018,0.00428,pychrono
-1.200,1.000,-0.01413,0.6099,0.00249,pychrono
-1.200,1.100,-0.00256,0.6182,0.00137,pychrono
-1.200,1.200,0.00906,0.6135,0.00071,pychrono
-1.200,1.300,0.02050,0.6054,0.00035,pychrono
-1.200,1.400,0.03155,0.5975,0.00016,pychrono
-1.200,1.500,0.04197,0.5900,0.00007,pychrono
-1.200,1.600,0.05158,0.5832,0.00003,pychrono
-1.200,1.700,0.06017,0.5770,0.00001,pychrono
-1.200,1.800,0.06759,0.5717,0.00000,pychrono
-1.200,1.900,0.07368,0.5674,0.00000,pychrono
-1.200,2.000,0.07833,0.5640,0.00000,pychrono
-1.100,-2.000,0.08644,0.5583,0.00000,pychrono
-1.100,-1.900,0.08131,0.5619,0.00000,pychrono
-1.100,-1.800,0.07458,0.5667,0.00000,pychrono
-1.100,-1.700,0.06640,0.5726,0.00001,pychrono
-1.100,-1.600,0.05691,0.5793,0.00003,pychrono
-1.100,-1.500,0.04632,0.5869,0.00008,pychrono
-1.100,-1.400,0.03481,0.5951,0.00019,pychrono
-1.100,-1.300,0.02263,0.6038,0.00041,pychrono
-1.100,-1.200,0.01000,0.6129,0.00085,pychrono
-1.100,-1.100,-0.00282,0.6180,0.00163,pychrono
-1.100,-1.000,-0.01559,0.6089,0.00298,pychrono
-1.100,-0.900,-0.02806,0.6000,0.00513,pychrono
-1.100,-0.800,-0.03997,0.5914,0.00833,pychrono
-1.100,-0.700,-0.05110,0.5835,0.01279,pychrono
-1.100,-0.600,-0.06124,0.5763,0.01854,pychrono
-1.100,-0.500,-0.07017,0.5699,0.02539,pychrono
-1.100,-0.400,-0.07773,0.5645,0.03283,pychrono
-1.100,-0.300,-0.08377,0.5602,0.04010,pychrono
-1.100,-0.200,-0.08817,0.5570,0.04626,pychrono
-1.100,-0.100,-0.09085,0.5551,0.05040,pychrono
-1.100,0.000,-0.09174,0.5545,0.05186,pychrono
-1.100,0.100,-0.09085,0.5551,0.05040,pychrono
-1.100,0.200,-0.08817,0.5570,0.04626,pychrono
-1.100,0.300,-0.08377,0.5602,0.04010,pychrono
-1.100,0.400,-0.07773,0.5645,0.03283,pychrono
-1.100,0.500,-0.07017,0.5699,0.02539,pychrono
-1.100,0.600,-0.06124,0.5763,0.01854,pychrono
-1.100,0.700,-0.05110,0.5835,0.01279,pychrono
-1.100,0.800,-0.03997,0.5914,0.00833,pychrono
-1.100,0.900,-0.02806,0.6000,0.00513,pychrono
-1.100,1.000,-0.01559,0.6089,0.00298,pychrono
-1.100,1.100,-0.00282,0.6180,0.00163,pychrono
-1.100,1.200,0.01000,0.6129,0.00085,pychrono
-1.100,1.300,0.02263,0.6038,0.00041,pychrono
-1.100,1.400,0.03481,0.5951,0.00019,pychrono
-1.100,1.500,0.04632,0.5869,0.00008,pychrono
-1.100,1.600,0.05691,0.5793,0.00003,pychrono
-1.100,1.700,0.06640,0.5726,0.00001,pychrono
-1.100,1.800,0.07458,0.5667,0.00000,pychrono
-1.100,1.900,0.08131,0.5619,0.00000,pychrono
-1.100,2.000,0.08644,0.5583,0.00000,pychrono
-1.000,-2.000,0.09176,0.5545,0.00000,pychrono
-1.000,-1.900,0.08631,0.5584,0.00000,pychrono
-1.000,-1.800,0.07917,0.5635,0.00001,pychrono
-1.000,-1.700,0.07048,0.5697,0.00002,pychrono
-1.000,-1.600,0.06041,0.5768,0.00004,pychrono
-1.000,-1.500,0.04916,0.5849,0.00010,pychrono
-1.000,-1.400,0.03695,0.5936,0.00023,pychrono
-1.000,-1.300,0.02402,0.6028,0.00049,pychrono
-1.000,-1.200,0.01061,0.6124,0.00100,pychrono
-1.000,-1.100,-0.00300,0.6179,0.00193,pychrono
-1.000,-1.000,-0.01655,0.6082,0.00352,pychrono
-1.000,-0.900,-0.02978,0.5987,0.00606,pychrono
-1.000,-0.800,-0.04243,0.5897,0.00984,pychrono
-1.000,-0.700,-0.05425,0.5813,0.01511,pychrono
-1.000,-0.600,-0.06500,0.5736,0.02190,pychrono
-1.000,-0.500,-0.07448,0.5668,0.02999,pychrono
-1.000,-0.400,-0.08251,0.5611,0.03878,pychrono
-1.000,-0.300,-0.08892,0.5565,0.04737,pychrono
-1.000,-0.200,-0.09359,0.5531,0.05465,pychrono
-1.000,-0.100,-0.09643,0.5511,0.05954,pychrono
-1.000,0.000,-0.09738,0.5504,0.06126,pychrono
-1.000,0.100,-0.09643,0.5511,0.05954,pychrono
-1.000,0.200,-0.09359,0.5531,0.05465,pychrono
-1.000,0.300,-0.08892,0.5565,0.04737,pychrono
-1.000,0.400,-0.08251,0.5611,0.03878,pychrono
-1.000,0.500,-0.07448,0.5668,0.02999,pychrono
-1.000,0.600,-0.06500,0.5736,0.02190,pychrono
-1.000,0.700,-0.05425,0.5813,0.01511,pychrono
-1.000,0.800,-0.04243,0.5897,0.00984,pychrono
-1.000,0.900,-0.02978,0.5987,0.00606,pychrono
-1.000,1.000,-0.01655,0.6082,0.00352,pychrono
-1.000,1.100,-0.00300,0.6179,0.00193,pychrono
-1.000,1.200,0.01061,0.6124,0.00100,pychrono
-1.000,1.300,0.02402,0.6028,0.00049,pychrono
-1.000,1.400,0.03695,0.5936,0.00023,pychrono
-1.000,1.500,0.04916,0.5849,0.00010,pychrono
-1.000,1.600,0.06041,0.5768,0.00004,pychrono
-1.000,1.700,0.07048,0.5697,0.00002,pychrono
-1.000,1.800,0.07917,0.5635,0.00001,pychrono
-1.000,1.900,0.08631,0.5584,0.00000,pychrono
-1.000,2.000,0.09176,0.5545,0.00000,pychrono
-0.900,-2.000,0.09411,0.5528,0.00000,pychrono
-0.900,-1.900,0.08852,0.5568,0.00000,pychrono
-0.900,-1.800,0.08120,0.5620,0.00001,pychrono
-0.900,-1.700,0.07229,0.5684,0.00002,pychrono
-0.900,-1.600,0.06196,0.5757,0.00005,pychrono
-0.900,-1.500,0.05042,0.5840,0.00012,pychrono
-0.900,-1.400,0.03790,0.5929,0.00026,pychrono
-0.900,-1.300,0.02463,0.6024,0.00057,pychrono
-0.900,-1.200,0.01089,0.6122,0.00117,pychrono
-0.900,-1.100,-0.00308,0.6178,0.00225,pychrono
-0.900,-1.000,-0.01698,0.6079,0.00410,pychrono
-0.900,-0.900,-0.03054,0.5982,0.00706,pychrono
-0.900,-0.800,-0.04352,0.5889,0.01147,pychrono
-0.900,-0.700,-0.05563,0.5803,0.01761,pychrono
-0.900,-0.600,-0.06667,0.5724,0.02553,pychrono
-0.900,-0.500,-0.07639,0.5654,0.03496,pychrono
-0.900,-0.400,-0.08462,0.5596,0.04521,pychrono
-0.900,-0.300,-0.09120,0.5549,0.05522,pychrono
-0.900,-0.200,-0.09599,0.5514,0.06370,pychrono
-0.900,-0.100,-0.09890,0.5494,0.06940,pychrono
-0.900,0.000,-0.09988,0.5487,0.07141,pychrono
-0.900,0.100,-0.09890,0.5494,0.06940,pychrono
-0.900,0.200,-0.09599,0.5514,0.06370,pychrono
-0.900,0.300,-0.09120,0.5549,0.05522,pychrono
-0.900,0.400,-0.08462,0.5596,0.04521,pychrono
-0.900,0.500,-0.07639,0.5654,0.03496,pychrono
-0.900,0.600,-0.06667,0.5724,0.02553,pychrono
-0.900,0.700,-0.05563,0.5803,0.01761,pychrono
-0.900,0.800,-0.04352,0.5889,0.01147,pychrono
-0.900,0.900,-0.03054,0.5982,0.00706,pychrono
-0.900,1.000,-0.01698,0.6079,0.00410,pychrono
-0.900,1.100,-0.00308,0.6178,0.00225,pychrono
-0.900,1.200,0.01089,0.6122,0.00117,pychrono
-0.900,1.300,0.02463,0.6024,0.00057,pychrono
-0.900,1.400,0.03790,0.5929,0.00026,pychrono
-0.900,1.500,0.05042,0.5840,0.00012,pychrono
-0.900,1.600,0.06196,0.5757,0.00005,pychrono
-0.900,1.700,0.07229,0.5684,0.00002,pychrono
-0.900,1.800,0.08120,0.5620,0.00001,pychrono
-0.900,1.900,0.08852,0.5568,0.00000,pychrono
-0.900,2.000,0.09411,0.5528,0.00000,pychrono
-0.800,-2.000,0.09342,0.5533,0.00000,pychrono
-0.800,-1.900,0.08787,0.5572,0.00000,pychrono
-0.800,-1.800,0.08060,0.5624,0.00001,pychrono
-0.800,-1.700,0.07176,0.5687,0.00002,pychrono
-0.800,-1.600,0.06151,0.5761,0.00005,pychrono
-0.800,-1.500,0.05005,0.5842,0.00013,pychrono
-0.800,-1.400,0.03762,0.5931,0.00030,pychrono
-0.800,-1.300,0.02445,0.6025,0.00066,pychrono
-0.800,-1.200,0.01081,0.6123,0.00134,pychrono
-0.800,-1.100,-0.00305,0.6178,0.00259,pychrono
-0.800,-1.000,-0.01685,0.6080,0.00472,pychrono
-0.800,-0.900,-0.03032,0.5983,0.00812,pychrono
-0.800,-0.800,-0.04320,0.5891,0.01320,pychrono
-0.800,-0.700,-0.05523,0.5806,0.02026,pychrono
-0.800,-0.600,-0.06617,0.5727,0.02937,pychrono
-0.800,-0.500,-0.07583,0.5658,0.04021,pychrono
-0.800,-0.400,-0.08400,0.5600,0.05201,pychrono
-0.800,-0.300,-0.09053,0.5553,0.06352,pychrono
-0.800,-0.200,-0.09528,0.5519,0.07328,pychrono
-0.800,-0.100,-0.09817,0.5499,0.07983,pychrono
-0.800,0.000,-0.09915,0.5492,0.08215,pychrono
-0.800,0.100,-0.09818,0.5499,0.07983,pychrono
-0.800,0.200,-0.09528,0.5519,0.07328,pychrono
-0.800,0.300,-0.09053,0.5553,0.06352,pychrono
