time,x,y,z,roll_deg,pitch_deg,yaw_deg,target_x,target_y,speed_cmd,steering_cmd,turn_mode,wheel_omega,steer_left_deg,steer_right_deg
3.9000000000004698,2.3873693985784454,0.65780263383735,0.04000328832164925,3.0023507283785593e-05,-0.00020244568808029914,18.68560495834613,0.0,0.0,1.0,-0.10540173044405683,0.0,4.166666666666667,-2.884697643905424,-3.0209395553855356
3.9500000000004865,2.43507197976562,0.6725319089044404,0.03999912422585444,3.714209124909025e-05,-4.166395846120975e-05,18.56361073123341,0.0,0.0,1.0,-0.136249278082996,0.0,4.166666666666667,-3.704564598037166,-3.9321684098993392
4.000000000000503,2.4828989867293685,0.6867276827752481,0.0400054483404086,0.00030118557466223233,-0.00044896672990944573,18.403271479804445,0.0,0.0,1.0,-0.16664647564761553,0.0,4.166666666666667,-4.502093400354476,-4.842480837177722
4.050000000000475,2.530839231621208,0.700523957318314,0.04000008811816294,-0.00022917777853290384,8.748812154466923e-05,18.214959523778763,0.0,0.0,1.0,-0.1964928500904355,0.0,4.166666666666667,-5.275386715800904,-5.748450990957928
4.100000000000447,2.578914508103006,0.7137818643166517,0.04000378763078106,-5.091927680578915e-05,-2.1224209447361475e-05,17.993792530518384,0.0,0.0,1.0,-0.22568974902126474,0.0,4.166666666666667,-6.022690437118539,-6.646528961387623
4.15000000000042,2.627105478603292,0.7264464298730703,0.039998454199259355,5.2336568681132365e-05,7.512211365815952e-05,17.73646450635465,0.0,0.0,1.0,-0.2541406667867273,0.0,4.166666666666667,-6.742386080256752,-7.533058772015854
4.200000000000392,2.675484868253584,0.7386924524256643,0.04000345028921947,0.00039485505458737086,-0.0006222644176819672,17.458200160940187,0.0,0.0,1.0,-0.2817515634542056,0.0,4.166666666666667,-7.432982910064093,-8.404299530823362
4.250000000000364,2.724080409985584,0.7504514199375414,0.04001002248858744,0.00046399863881856936,-0.00035485149346312935,17.147728689997635,0.0,0.0,1.0,-0.30843117564571215,0.0,4.166666666666667,-8.093110038798232,-9.256449518563413
4.300000000000336,2.772804695706778,0.7616503567986439,0.040001778540820855,-0.00040116609269418946,7.764808370831186e-05,16.809411021722056,0.0,0.0,1.0,-0.3340913181943067,0.0,4.166666666666667,-8.721508701608546,-10.085672896074197
4.350000000000309,2.821570921094895,0.7721436274834208,0.040013672685520946,0.0006367799193242293,-0.0006095333211246884,16.438472596607564,0.0,0.0,1.0,-0.3586471756259817,0.0,4.166666666666667,-9.317024874282435,-10.888128620101778
4.400000000000281,2.8704733163653815,0.7821430875655812,0.04001157845548301,-0.0002647495812911505,-0.001000131941334581,16.047729225617108,0.0,0.0,1.0,-0.38201758250357004,0.0,4.166666666666667,-9.878602360670042,-11.660001080094455
4.450000000000253,2.9196512571076187,0.7916660304836496,0.04000437701943652,9.955629996826872e-05,-0.000412942620393746,15.637938925890344,0.0,0.0,1.0,-0.4041252917060427,0.0,4.166666666666667,-10.405276441456937,-12.397531911049947
4.500000000000226,2.9689004920205897,0.8006329027540768,0.03999943766479787,-0.00012756209411678222,0.00011523827197710841,15.20657505881648,0.0,0.0,1.0,-0.4248972297564431,0.0,4.166666666666667,-10.89616814319231,-13.09705240310981
4.550000000000198,3.0181938955453558,0.8088985574036679,0.03999958687818189,-6.889423994474312e-05,0.00019438663887396415,14.754214424532883,0.0,0.0,1.0,-0.44426473835451186,0.0,4.166666666666667,-11.350479157291025,-13.755015918785112
4.60000000000017,3.0676241357554965,0.8166435083822225,0.0400135618945833,-0.00030640333684152474,-0.0012334775485156615,14.281947345580184,0.0,0.0,1.0,-0.4621638013156554,0.0,4.166666666666667,-11.76748741348251,-14.368029743161488
4.6500000000001425,3.117208981711598,0.82375562917624,0.040014827223585674,-0.00015558028931518045,-0.0013093881961586049,13.78563307081496,0.0,0.0,1.0,-0.47853525616614756,0.0,4.166666666666667,-12.14654329106837,-14.932885829007397
4.700000000000115,3.166829535571688,0.8301547241763536,0.04000283797292091,-0.0001224825683401787,9.368995920702155e-05,13.266259541137398,0.0,0.0,1.0,-0.49332498969517086,0.0,4.166666666666667,-12.48706643442085,-15.446589953591793
4.750000000000087,3.216667047062317,0.8360028388127744,0.0400102501746662,-0.00033638968412975944,-0.0011187343616514875,12.735294905712875,0.0,0.0,1.0,-0.5064841168173314,0.0,4.166666666666667,-12.788543126342761,-15.906388872158281
4.800000000000059,3.266551498689718,0.8412733455769033,0.03999686649381204,-7.17291614449217e-05,0.0002662313888714941,12.191442388089621,0.0,0.0,1.0,-0.5179691421544458,0.0,4.166666666666667,-13.05052416406556,-16.30979512862243
4.850000000000032,3.316264704681318,0.8457499790823686,0.04001480914298646,-0.0005128264266953201,-0.0006330462643892496,11.625460891979273,0.0,0.0,1.0,-0.527742103802518,0.0,4.166666666666667,-13.27262317757039,-16.654609261224543
4.900000000000004,3.3661571429895774,0.8497410859976645,0.04001125817869175,-0.0004443559663920259,-0.0005669877619011364,11.065748001206764,0.0,0.0,1.0,-0.535770698808707,0.0,4.166666666666667,-13.454515328307815,-16.938939214058706
