time,x,y,z,roll_deg,pitch_deg,yaw_deg,target_x,target_y,speed_cmd,steering_cmd,turn_mode,wheel_omega,steer_left_deg,steer_right_deg
0.0005,-5.863858134061597e-23,3.046827966543986e-23,0.5399975475000001,-7.975465195266563e-21,-3.678616482398408e-20,-9.41047944313952e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05000000000000004,4.548833862473173e-18,1.910518684559142e-18,0.5276148749999997,-7.375315289279789e-16,1.8840865387682348e-15,3.042335497172989e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10000000000000007,-2.5729221267926654e-17,1.0164266663129983e-17,0.49070474999999925,-4.0457751025910406e-15,-1.064982285041534e-14,4.043079352106475e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1500000000000001,-7.735529973650953e-17,1.2063267980034849e-17,0.429269624999999,-4.892030063438144e-15,-1.4479249828187298e-14,1.0311088200133975e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20000000000000015,-7.865136160522473e-17,-2.681190415359819e-18,0.34330949999999816,1.1017765373617188e-15,-1.4898310344321774e-14,1.0277460057041474e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25000000000000017,-2.402219956531181e-17,-8.453465961740585e-17,0.23282437499999717,1.2340920439726022e-14,-4.23947609935619e-15,1.0098067468198247e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3000000000000002,-6.534988802448158e-18,-2.1469946445705237e-16,0.09781424999999698,4.793224151683342e-14,2.7862447500735542e-15,-2.5222910647628812e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35000000000000026,0.003330981522202271,6.997534352614512e-05,0.04050304374852207,0.0013759904575726485,0.049184302166700875,-0.0016249254953690495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4000000000000003,0.003515197903699154,-1.9197538072555447e-05,0.03999972188553566,0.00012187394358350863,-9.175549263098145e-05,-0.02038367087261006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45000000000000034,0.003510923652056347,-2.466293401035142e-05,0.0399997399695626,0.00013514350719931418,-0.0001318857631458577,-0.020794099105247845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5000000000000003,0.0035117618613298113,-2.4824501722695275e-05,0.03999955586126754,0.00013102718674448373,-0.00010225938823591986,-0.02078666233191223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
