experiment,duration_s,path_length_m,final_x_m,final_y_m,max_abs_y_m,yaw_change_deg,max_abs_yaw_rate_deg_s,mean_speed_m_s,max_speed_m_s
straight,13.999500000005618,11.37236050080212,11.372304083065226,-0.009025344505130118,0.009025344505130118,-0.048553324823782454,0.37517490754481986,0.8123404765025577,0.9012244740968033
step_turn,15.99950000000806,12.601606858582436,9.632251207332473,6.764224130440731,6.764224130440731,41.13466975204512,13.031421488852903,0.7876250419435662,0.9193317527701498
slalom,17.9995000000034,16.487883520037407,16.08900188674537,2.291910282869544,2.494983954027179,-150.2358874339936,757.38724930432,0.9160189738622901,1.8026501015411927
pivot_turn,9.99950000000073,3.7135570404575335,1.8608610234666443,2.5487262308053196,2.5487262308053196,83.50040245802938,18.831237598422554,0.37137427275936424,0.48046825509822993
