time,x,y,z,roll_deg,pitch_deg,yaw_deg,target_x,target_y,speed_cmd,steering_cmd,turn_mode,wheel_omega,steer_left_deg,steer_right_deg
3.700000000000403,1.001613163982805,0.1578704077404841,0.04011622214314065,0.0025717378949965926,-0.0011272750907938328,21.204311634401954,0.0,0.0,0.4,0.95,1.0,1.6666666666666667,32.850816892515674,22.242575130658235
3.7500000000004197,1.021856075662247,0.16926893068063575,0.040097917717462225,0.0031493297114402025,0.0007616393764958863,22.123091926219352,0.0,0.0,0.4,0.95,1.0,1.6666666666666667,32.850816892515674,22.242575130658235
3.8000000000004364,1.0417712274763078,0.18072616882834064,0.04010027972195174,0.0020824993154304476,0.00041233132203329206,23.03745938965792,0.0,0.0,0.4,0.95,1.0,1.6666666666666667,32.850816892515674,22.242575130658235
3.850000000000453,1.0613390877602815,0.19220536980933897,0.04010046099689112,0.002430509353443389,0.00026562907711979544,23.952212215902723,0.0,0.0,0.4,0.95,1.0,1.6666666666666667,32.850816892515674,22.242575130658235
3.9000000000004698,1.0806510230682733,0.20376752826900413,0.04011970448179253,0.003193949623181363,-0.0001267730587949205,24.866931147731723,0.0,0.0,0.4,0.95,1.0,1.6666666666666667,32.850816892515674,22.242575130658235
3.9500000000004865,1.0997084505711723,0.2154892592791908,0.04011923463289224,0.0020706600448534445,-0.0015617496682016657,25.779724771040343,0.0,0.0,0.4,0.95,1.0,1.6666666666666667,32.850816892515674,22.242575130658235
4.000000000000503,1.1185151688344852,0.227366906340595,0.04010930077153614,0.001583827803341993,-8.735709213220572e-05,26.694633674311966,0.0,0.0,0.4,0.95,1.0,1.6666666666666667,32.850816892515674,22.242575130658235
4.050000000000475,1.1371441482943883,0.23944658307556488,0.0401041962772289,0.001964733467477509,5.4327966782089575e-05,27.609411038189634,0.0,0.0,0.4,0.95,1.0,1.6666666666666667,32.850816892515674,22.242575130658235
4.100000000000447,1.1554878755708693,0.2517634164929081,0.040093202416680115,0.0024158538706223207,0.0012105666407865169,28.52915381257492,0.0,0.0,0.4,0.95,1.0,1.6666666666666667,32.850816892515674,22.242575130658235
4.15000000000042,1.1736481154883769,0.2649701571979343,0.040110208531100186,0.0024836396509442583,-0.00016782300402109194,29.470715692495524,0.0,0.0,0.4,0.95,1.0,1.6666666666666667,32.850816892515674,22.242575130658235
4.200000000000392,1.1916911742718441,0.2784261749232745,0.04011233343354343,0.004324555207835191,0.0016220309353565364,30.39533676392368,0.0,0.0,0.4,0.95,1.0,1.6666666666666667,32.850816892515674,22.242575130658235
4.250000000000364,1.2095137605542674,0.2920093886589068,0.04012375690841473,0.005259066086341894,0.001430036514890441,31.314917411441733,0.0,0.0,0.4,0.95,1.0,1.6666666666666667,32.850816892515674,22.242575130658235
4.300000000000336,1.2271156699472812,0.3059177105483435,0.040125893644970975,0.00220509641191949,-0.0015929342619425435,32.237729889807035,0.0,0.0,0.4,0.95,1.0,1.6666666666666667,32.850816892515674,22.242575130658235
4.350000000000309,1.2445307653280981,0.3201104100062443,0.04013495130023859,0.006713424228129868,0.0018406572819324573,33.15863260237605,0.0,0.0,0.4,0.95,1.0,1.6666666666666667,32.850816892515674,22.242575130658235
4.400000000000281,1.2616615428445261,0.3344099388425112,0.040139413991713085,0.006178818023845789,0.0009293435960708636,34.07554723884523,0.0,0.0,0.4,0.95,1.0,1.6666666666666667,32.850816892515674,22.242575130658235
