schema_id,run_id,catalog_component_id,instance_id,owner_component_id,pair_policy_id,body_a,body_b,material_a_id,material_b_id,composite_material_class,mixing_rule,add_contact_callback_class,modified_fields,contactinfo_filter,evidence_graph,source
collision.contact_pair_material_policy.v1,collision_contact_component_demo,collision.contact_material_policy,pair.rover_body-rigid_obstacle,collision.system_lifecycle,pair.rover_body-rigid_obstacle,rover_body,rigid_obstacle,contact_material_nsc_demo,contact_material_nsc_demo,ChContactMaterialCompositeNSC,same-material direct pair,none_in_fallback,,body_pair:rover_body-rigid_obstacle,images/graphs/collision_contact_material_effect_graph.png,deterministic_contact_probe_pychrono_unavailable
