schema_id,run_id,catalog_component_id,instance_id,plot_id,script_path,script_hash,input_dat_path,input_dat_hash,source_csv_path,source_csv_hash,terminal,output_format,output_path,output_hash,gnuplot_executable,gnuplot_executable_available,silent_no_output_failure,fallback_reason,source
postprocess.gnuplot_plot_manifest.v1,component_catalog_fallback_bundle,postprocess.gnuplot_backend,gnuplot.control_inputs,control_inputs_time_series,outputs/raw/gnuplot/data_visualization_control_inputs.gpl,2df65bf2c1e22f3b894701ead0cb0c94014bfb58fbe25999b24807b4b2c3e2b8,outputs/raw/gnuplot/data_visualization_control_inputs.dat,3182f161094cd7a4760b5c22f4f846b80f2091ead2c8786a8358c30d8a30be9b,outputs/csv/data_visualization_control_log.csv,23ca21d6df3c4f701943b564cbce37561b3a1ea2685ecbb3d7629ef5f5ecd44d,pngcairo,png,images/graphs/data_visualization_control_inputs_gnuplot.png,,,false,true,gnuplot command not executed by fallback bundle,fallback_gnuplot_manifest_only
