schema_id,run_id,catalog_component_id,instance_id,frame_id,system_time_s,visual_asset_manifest_path,visual_asset_manifest_hash,visual_asset_count,mesh_path_hash_policy,renderer_script,renderer_script_hash,render_backend,rendered_image_path,rendered_image_hash,image_width_px,image_height_px,source_run_id,fallback_reason,source
visual.offline_export_manifest.v1,component_catalog_fallback_bundle,visual.offline_export,frame.vsg_robot_assets,frame.vsg_robot_assets,0.000,outputs/csv/visual_asset_manifest.csv,40e465ad958d1f749cf7b27a46f8e348c961adf032d389b7ff86685f6a2b4895,41,current report hashes rendered bitmap assets; live WriteVisualizationAssets export must add mesh/texture CSV rows,code/common/generate_chrono_builtin_component_assets.py,c7a5c41a0ceb37db9b094aa8b43995a9a02ccd45dc6d3945696818d0f9db23f4,pychrono.vsg3d ChVisualSystemVSG,images/renders/chrono_builtin_robot_rover_assets.png,0efb55ba2a39ba6fd9d0ab868d412756efc5230e93e7f74046643f376ed1afc9,1496,528,component_catalog_fallback_bundle,offline renderer export is represented by current report render assets; no separate WriteVisualizationAssets frame CSV was emitted,fallback_offline_visual_export_manifest_only
visual.offline_export_manifest.v1,component_catalog_fallback_bundle,visual.offline_export,frame.component_catalog_atlas,frame.component_catalog_atlas,0.000,outputs/csv/visual_asset_manifest.csv,40e465ad958d1f749cf7b27a46f8e348c961adf032d389b7ff86685f6a2b4895,41,current report hashes rendered bitmap assets; live WriteVisualizationAssets export must add mesh/texture CSV rows,code/common/generate_component_catalog_atlas_render.py,4485eeb6f818f481489298a4f9c44659205a75aa0357aed7939d1c5d179e30e6,matplotlib Agg render,images/renders/component_catalog_atlas.png,573d92b31284c1e6b8323b8e75dc7dcece421385de0c4f0cf5b753be84e0af3d,2113,1176,component_catalog_fallback_bundle,offline renderer export is represented by current report render assets; no separate WriteVisualizationAssets frame CSV was emitted,fallback_offline_visual_export_manifest_only
visual.offline_export_manifest.v1,component_catalog_fallback_bundle,visual.offline_export,frame.sensor_layout,frame.sensor_layout,0.000,outputs/csv/visual_asset_manifest.csv,40e465ad958d1f749cf7b27a46f8e348c961adf032d389b7ff86685f6a2b4895,41,current report hashes rendered bitmap assets; live WriteVisualizationAssets export must add mesh/texture CSV rows,code/data_visualization/generate_data_visualization_sensor_components_render.py,aa0b0725c68cfe27e132b2d5756cf95284ef1760f6b0a9b33a775e8a00ecf9e6,matplotlib Agg render,images/renders/data_visualization_sensor_components.png,79998a4031cc88f484466b5a1a9870ba9dfccd4765e3052017b599781514ab63,1628,1025,component_catalog_fallback_bundle,offline renderer export is represented by current report render assets; no separate WriteVisualizationAssets frame CSV was emitted,fallback_offline_visual_export_manifest_only
