schema_id,run_id,artifact_path,artifact_type,writer_backend,output_mode,producer_script,artifact_hash,row_count,source_schema_id,source,unit_policy,evidence_level
data.writer_backend_manifest.v1,component_catalog_fallback_bundle,outputs/json/robot_vsg_capture_manifest.json,json,python_json,document,code/common/generate_chrono_builtin_component_assets.py,f2801ce19c235c4cd4ab02cd9a18705b7b1c1b2978510fff3895c7298f20fe31,2,visual.vsg_robot_capture_manifest.v1,pychrono_vsg_capture,SI units in column names where applicable,pychrono_vsg_capture
data.writer_backend_manifest.v1,component_catalog_fallback_bundle,outputs/json/scm_soil_profile_manifest.json,json,python_json,document,code/environment_terrain/generate_environment_terrain_components.py,60d55bae71d77e16945fd15cd7b4ce6292142cc54ed02d91ffee2c52626bf0b8,1,terrain.scm_soil_profile_manifest.v1,fallback_terrain_schema_only_pychrono_unavailable,SI units in column names where applicable,fallback_schema_probe
data.writer_backend_manifest.v1,component_catalog_fallback_bundle,outputs/json/sensor_filter_catalog.json,json,python_json,document,code/data_visualization/generate_data_visualization_components.py,91d263db5052fe22df1e4e154513ed75ec35c92674b0d57013f6896a299bf973,11,sensor.filter_catalog.v1,fallback_sensor_schema_only_pychrono_sensor_unavailable,SI units in column names where applicable,fallback_schema_probe
data.writer_backend_manifest.v1,component_catalog_fallback_bundle,outputs/json/sensor_manifest.json,json,python_json,document,code/data_visualization/generate_data_visualization_components.py,8d7f6cb97b4895d15f43399aa37ec7ecf57b6e0a7d8aeb907c93d14d7874b296,4,sensor.output_manifest.v1,fallback_sensor_schema_only_pychrono_sensor_unavailable,SI units in column names where applicable,fallback_schema_probe
data.writer_backend_manifest.v1,component_catalog_fallback_bundle,outputs/json/sensor_module_capability_manifest.json,json,python_json,document,code/data_visualization/generate_data_visualization_components.py,57c643cc4dc2ff170d8519af307cd156904708214869bf3a310b8c20ee9330e9,4,sensor.module_capability_manifest.v1,fallback_sensor_schema_only_pychrono_sensor_unavailable,SI units in column names where applicable,fallback_schema_probe
data.writer_backend_manifest.v1,component_catalog_fallback_bundle,outputs/json/sensor_scene_manifest.json,json,python_json,document,code/data_visualization/generate_data_visualization_components.py,5c634e235033acab2994264de78444997fbc9f5fdd94f63e49ec47b823e35009,1,sensor.scene_manifest.v1,fallback_sensor_schema_only_pychrono_sensor_unavailable,SI units in column names where applicable,fallback_schema_probe
data.writer_backend_manifest.v1,component_catalog_fallback_bundle,outputs/json/sensor_timing_schedule.json,json,python_json,document,code/data_visualization/generate_data_visualization_components.py,397d39a45cc7ec2b000252abe4d5475a5f829db4bd99f6cfb61f45290e1bd7ab,24,sensor.timing_schedule.v1,fallback_sensor_schema_only_pychrono_sensor_unavailable,SI units in column names where applicable,fallback_schema_probe
data.writer_backend_manifest.v1,component_catalog_fallback_bundle,outputs/json/terrain_component_manifest.json,json,python_json,document,code/environment_terrain/generate_environment_terrain_components.py,66e11b08b263aa166e64dcc7883bf8d02532220359a158639cbaa7fa63a5fd5d,7,terrain.component_manifest.v1,fallback_pychrono_unavailable,SI units in column names where applicable,fallback_schema_probe
data.writer_backend_manifest.v1,component_catalog_fallback_bundle,outputs/json/terrain_deformable_domain_manifest.json,json,python_json,document,code/environment_terrain/generate_environment_terrain_components.py,9d77807343c8fcbc0c61c7d7e3e6cd37c98628c18ffabed9d3776db97b0ca449,4,terrain.deformable_domain_manifest.v1,fallback_terrain_schema_only_pychrono_unavailable,SI units in column names where applicable,fallback_schema_probe
data.writer_backend_manifest.v1,component_catalog_fallback_bundle,outputs/json/terrain_material_region_map.json,json,python_json,document,code/environment_terrain/generate_environment_terrain_components.py,20b1f2c2854f8ed634245ff0dd0a329b49a224be2dc3ca3df2cca503c9fbca9d,3,terrain.material_region_map.v1,fallback_terrain_schema_only_pychrono_unavailable,SI units in column names where applicable,fallback_schema_probe
data.writer_backend_manifest.v1,component_catalog_fallback_bundle,outputs/json/terrain_patch_manifest.json,json,python_json,document,code/environment_terrain/generate_environment_terrain_components.py,7f3d3bb529600bd82affb89bd5675a0f9777fc3a4ab1964dc752dae9ddd2210c,3,terrain.patch_manifest.v1,fallback_terrain_schema_only_pychrono_unavailable,SI units in column names where applicable,fallback_schema_probe
data.writer_backend_manifest.v1,component_catalog_fallback_bundle,outputs/json/vehicle_axle_wheel_map.json,json,python_json,document,code/rover_vehicle/generate_rover_vehicle_components.py,da6ffb03c86acbf2ceee1cfd20b3ce62961068e06f3f37125d67ad6be4efcf84,4,vehicle.axle_wheel_map.v1,fallback_vehicle_schema_only_pychrono_unavailable,SI units in column names where applicable,fallback_schema_probe
data.writer_backend_manifest.v1,component_catalog_fallback_bundle,outputs/json/vehicle_component_list.json,json,python_json,document,code/rover_vehicle/generate_rover_vehicle_components.py,edf51045ba74a432a70b17fe2d9f921642052277ceb4fb02a87f7b29ead92285,16,vehicle.component_list.v1,fallback_vehicle_schema_only_pychrono_unavailable,SI units in column names where applicable,fallback_schema_probe
data.writer_backend_manifest.v1,component_catalog_fallback_bundle,outputs/json/vehicle_frame_hardpoint_map.json,json,python_json,document,code/rover_vehicle/generate_rover_vehicle_components.py,e643bbf124911f568def569467ccc14f80b797a277b08a283df80b6c596a831a,7,vehicle.frame_hardpoint_map.v1,fallback_vehicle_schema_only_pychrono_unavailable,SI units in column names where applicable,fallback_schema_probe
data.writer_backend_manifest.v1,component_catalog_fallback_bundle,outputs/json/vehicle_model_spec_manifest.json,json,python_json,document,code/rover_vehicle/generate_rover_vehicle_components.py,8d272a55392ecd71ad6b343de5497b353b78e51654b87e26449c23f84deafcfe,1,vehicle.model_spec_manifest.v1,fallback_vehicle_schema_only_pychrono_unavailable,SI units in column names where applicable,fallback_schema_probe
