schema_id,run_id,scenario_id,catalog_component_id,instance_id,owner_component_id,contact_container_class,contact_method,collision_backend,callback_class,callback_filter_rule,reset_each_step,force_frame,torque_frame,unsupported_contactable_types,contact_count_filtered_peak,probe_csv,source
collision.contact_container_manifest.v1,collision_contact_component_demo,pair_contact_schema_v1,contact.container_reporter,contact_container.default_nsc,collision.system_lifecycle,ChContactContainerNSC_or_fallback,NSC,Bullet_or_fallback,PairContactReporter,body_pair:rover_body-rigid_obstacle,true,world,world,,3,outputs/csv/collision_contact_probe.csv,deterministic_contact_probe_pychrono_unavailable
